"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
6.122866500E-1,-5.459913731E0,-2.531425476E0,3.784310102E0,7.109133269E0
6.142861500E-1,-5.533828259E0,-2.433687210E0,3.803857803E0,7.142508160E0
6.162845340E-1,-5.660277367E0,-2.164906502E0,3.835622787E0,7.171998480E0
6.182842650E-1,-5.750685215E0,-1.885130167E0,3.842953205E0,7.168848270E0
6.202827650E-1,-5.787948132E0,-1.766011477E0,3.834401131E0,7.163921562E0
6.222827270E-1,-5.844147682E0,-1.538158655E0,3.797749281E0,7.137429074E0
6.242814570E-1,-5.894849777E0,-1.329853654E0,3.698789120E0,7.085111544E0
6.263008810E-1,-5.914397240E0,-1.222952247E0,3.638313293E0,7.050746806E0
6.282963810E-1,-5.912564754E0,-1.051299095E0,3.505144835E0,6.953394284E0
6.302967270E-1,-5.905845165E0,-9.700540304E-1,3.441004038E0,6.903659952E0
6.322956880E-1,-5.880188942E0,-8.075638413E-1,3.308446169E0,6.795189284E0
6.342960340E-1,-5.834984779E0,-6.621779203E-1,3.178331852E0,6.677373760E0
6.363015340E-1,-5.804441452E0,-5.900958180E-1,3.111136675E0,6.612028815E0
6.383016500E-1,-5.736635685E0,-4.508185387E-1,2.977967978E0,6.479237580E0
6.403006110E-1,-5.660888195E0,-3.158173263E-1,2.853351593E0,6.347204980E0
6.423007270E-1,-5.629123211E0,-2.431243658E-1,2.797152042E0,6.290484650E0
6.442998040E-1,-5.544823647E0,-9.590584040E-2,2.685974598E0,6.161876885E0
6.463159190E-1,-5.470298290E0,4.581489414E-2,2.583349228E0,6.049789717E0
6.483114960E-1,-5.429981232E0,1.014036313E-1,2.544864655E0,5.997609106E0
6.503116500E-1,-5.346903324E0,1.979203373E-1,2.472782612E0,5.894336389E0
6.523101110E-1,-5.271767139E0,2.547308207E-1,2.416582823E0,5.804850481E0
6.543101880E-1,-5.218621731E0,2.247984111E-1,2.404976368E0,5.750518101E0
6.563088420E-1,-5.072625160E0,6.719517522E-3,2.403143883E0,5.613080410E0
6.583087650E-1,-4.905858994E0,-3.133738637E-1,2.425745964E0,5.481778829E0
6.603071880E-1,-4.806898594E0,-5.057964325E-1,2.456289053E0,5.421758021E0
6.623070340E-1,-4.568661213E0,-9.126327038E-1,2.571742773E0,5.321599818E0
6.643061110E-1,-4.312708855E0,-1.197295904E0,2.733622074E0,5.244584330E0
6.663408420E-1,-4.202142239E0,-1.258382440E0,2.820975780E0,5.215307288E0
6.683361880E-1,-4.002388954E0,-1.311527729E0,3.012176514E0,5.178072004E0
6.703358030E-1,-3.833790302E0,-1.289536476E0,3.191770792E0,5.152499703E0
6.723347270E-1,-3.759264708E0,-1.254717231E0,3.275459528E0,5.141499936E0
6.743349190E-1,-3.639535189E0,-1.172861218E0,3.404351950E0,5.119710150E0
6.763336110E-1,-3.563176870E0,-1.120326877E0,3.477655888E0,5.103474522E0
6.783332270E-1,-3.533855438E0,-1.136209369E0,3.494149208E0,5.097860794E0
6.803318800E-1,-3.511864185E0,-1.247997642E0,3.496592760E0,5.110464666E0
6.823319570E-1,-3.511864185E0,-1.332907915E0,3.497814417E0,5.132693178E0
6.843371110E-1,-3.557679176E0,-1.594969153E0,3.527135849E0,5.257536973E0
6.863537650E-1,-3.634648323E0,-1.980425119E0,3.563176870E0,5.461591480E0
6.883496110E-1,-3.671300173E0,-2.211943150E0,3.581502914E0,5.585543893E0
6.903498420E-1,-3.751934290E0,-2.691472292E0,3.615100622E0,5.864297615E0
6.923488420E-1,-3.818518639E0,-3.130684376E0,3.684739113E0,6.161133953E0
6.943888030E-1,-3.851505280E0,-3.335324287E0,3.726888895E0,6.312541632E0
6.963844190E-1,-3.930306911E0,-3.758043051E0,3.805690527E0,6.637279592E0
6.983843800E-1,-3.996280432E0,-4.081801414E0,3.882659435E0,6.906982291E0
7.003828420E-1,-4.015217304E0,-4.213137627E0,3.919311523E0,7.016658854E0
7.023829960E-1,-4.050647259E0,-4.457483768E0,3.999334812E0,7.229908969E0
7.043815730E-1,-4.090353489E0,-4.612643242E0,4.070806026E0,7.387755481E0
7.064019570E-1,-4.094629765E0,-4.681060314E0,4.103181839E0,7.450799942E0
7.083978030E-1,-4.122118473E0,-4.754364014E0,4.170988083E0,7.549369475E0
7.103978800E-1,-4.151440144E0,-4.838663578E0,4.199698448E0,7.634434330E0
7.123969960E-1,-4.163046837E0,-4.872871876E0,4.216802597E0,7.671848762E0
7.143971110E-1,-4.203974724E0,-4.960836887E0,4.237572193E0,7.761464050E0
7.163959960E-1,-4.269948006E0,-5.034140587E0,4.219246387E0,7.834351760E0
7.183959570E-1,-4.312097549E0,-5.088507652E0,4.196033478E0,7.879961443E0
7.203945340E-1,-4.400062561E0,-5.217400074E0,4.132503510E0,7.978684060E0
7.223945730E-1,-4.515515804E0,-5.370727062E0,4.073860168E0,8.113626121E0
7.243938030E-1,-4.579656601E0,-5.452583313E0,4.037208557E0,8.185534332E0
7.264291880E-1,-4.720155716E0,-5.617516994E0,3.936415672E0,8.326568051E0
7.284249570E-1,-4.873482704E0,-5.750685215E0,3.833179474E0,8.456623380E0
7.304254570E-1,-4.938234806E0,-5.811771870E0,3.786753654E0,8.514831678E0
7.324316880E-1,-5.081177235E0,-5.911953926E0,3.725056171E0,8.639768793E0
7.344319190E-1,-5.211902142E0,-6.034126759E0,3.720169306E0,8.798537909E0
7.364306490E-1,-5.282762527E0,-6.091548443E0,3.729332209E0,8.883831441E0
7.384308800E-1,-5.400659561E0,-6.215553761E0,3.742160559E0,9.044556257E0
7.404299960E-1,-5.455637455E0,-6.254649162E0,3.747658253E0,9.106566782E0
7.424301880E-1,-5.532606602E0,-6.294966221E0,3.747047424E0,9.180234198E0
7.444286490E-1,-5.578421593E0,-6.241209984E0,3.739106178E0,9.168009846E0
7.464473800E-1,-5.586973667E0,-6.190508366E0,3.725667238E0,9.133305259E0
7.484421880E-1,-5.585140705E0,-6.061615944E0,3.686571836E0,9.029274415E0
7.504420340E-1,-5.519167423E0,-5.913175583E0,3.641367674E0,8.870536233E0
7.524404190E-1,-5.483737469E0,-5.820323944E0,3.621209145E0,8.778422587E0
7.544394950E-1,-5.383555412E0,-5.609575748E0,3.589444160E0,8.563534220E0
7.564375720E-1,-5.287649632E0,-5.351790428E0,3.543629169E0,8.316141359E0
7.584368800E-1,-5.246721745E0,-5.199074268E0,3.526525021E0,8.185037632E0
7.604348800E-1,-5.150204659E0,-4.891808987E0,3.496592760E0,7.917105792E0
7.624340720E-1,-5.052466393E0,-4.577824116E0,3.474601507E0,7.652237968E0
7.644321110E-1,-5.017647266E0,-4.421442509E0,3.461773396E0,7.530591809E0
7.664486490E-1,-4.953506470E0,-4.130671024E0,3.429397583E0,7.304822875E0
7.684436490E-1,-4.908302307E0,-3.878994226E0,3.401908636E0,7.121166345E0
7.704434180E-1,-4.888143539E0,-3.780034065E0,3.388469458E0,7.047292392E0
7.724415720E-1,-4.860044003E0,-3.624263525E0,3.365867615E0,6.934290058E0
7.744407260E-1,-4.849048138E0,-3.529579401E0,3.340821981E0,6.865296068E0
7.764384570E-1,-4.844161510E0,-3.503312111E0,3.324939489E0,6.840637331E0
7.784383420E-1,-4.839274406E0,-3.478266716E0,3.289509296E0,6.807186463E0
7.804438420E-1,-4.844772339E0,-3.480099201E0,3.242472649E0,6.789443154E0
7.824438420E-1,-4.847215652E0,-3.487429619E0,3.216205597E0,6.782451133E0
7.844421880E-1,-4.856378555E0,-3.506366491E0,3.154508114E0,6.769781391E0
7.864768030E-1,-4.875926495E0,-3.520416498E0,3.090367317E0,6.761535451E0
7.884722260E-1,-4.885089397E0,-3.528968573E0,3.055547953E0,6.756781105E0
7.904721110E-1,-4.905858994E0,-3.539353132E0,2.995072365E0,6.750180111E0
7.924709950E-1,-4.926017284E0,-3.543629169E0,2.934596539E0,6.740534906E0
7.944712650E-1,-4.930904388E0,-3.540575027E0,2.912605524E0,6.732960757E0
7.964702260E-1,-4.948619366E0,-3.516751289E0,2.874731779E0,6.717176197E0
7.984701880E-1,-4.956560612E0,-3.495981693E0,2.860071182E0,6.705921880E0
8.004686110E-1,-4.974886417E0,-3.435506105E0,2.841745138E0,6.680397630E0
8.024684180E-1,-4.988936424E0,-3.369532585E0,2.832582235E0,6.653326883E0
8.044669950E-1,-4.988936424E0,-3.334713459E0,2.830749512E0,6.634978771E0
8.064841880E-1,-4.999320984E0,-3.258965969E0,2.820975780E0,6.600907047E0
8.084798030E-1,-5.007262230E0,-3.186273098E0,2.813034534E0,6.567965788E0
8.104798030E-1,-5.013370991E0,-3.147788525E0,2.803260565E0,6.549864967E0
8.124779570E-1,-5.023144722E0,-3.075706482E0,2.789210796E0,6.517027707E0
8.144776880E-1,-5.043914318E0,-2.998126507E0,2.774549961E0,6.490605649E0
8.164761110E-1,-5.057353497E0,-2.959031343E0,2.767830372E0,6.480245045E0
8.184759570E-1,-5.101946354E0,-2.852740765E0,2.750726223E0,6.460223001E0
8.204744570E-1,-5.151426792E0,-2.738508940E0,2.737898111E0,6.444588061E0
8.224748800E-1,-5.182580948E0,-2.676200628E0,2.729956865E0,6.440020153E0
8.244728410E-1,-5.243667126E0,-2.558303595E0,2.711630821E0,6.433809441E0
8.264912260E-1,-5.348736286E0,-2.378098488E0,2.697580814E0,6.445252092E0
8.284869950E-1,-5.406768322E0,-2.283414364E0,2.686585426E0,6.454832771E0
8.304868800E-1,-5.514280796E0,-2.145358801E0,2.657263756E0,6.486209043E0
8.324852640E-1,-5.622403622E0,-2.039068222E0,2.609005451E0,6.525038785E0
8.344856110E-1,-5.681657791E0,-1.991420746E0,2.582127333E0,6.550906304E0
8.364843030E-1,-5.794667721E0,-1.941940665E0,2.526538610E0,6.613070761E0
8.384841870E-1,-5.901569366E0,-1.948660135E0,2.462397814E0,6.684998153E0
8.404821110E-1,-5.967542648E0,-1.949270964E0,2.428189278E0,6.731071662E0
8.424814180E-1,-6.117204666E0,-1.949270964E0,2.359772444E0,6.840202936E0
8.444804180E-1,-6.286414146E0,-1.937053680E0,2.300518513E0,6.968756360E0
8.465109570E-1,-6.299853325E0,-2.334116220E0,2.266921043E0,7.090499380E0
8.485062260E-1,-6.546031952E0,-2.904664278E0,2.221716881E0,7.498242113E0
8.505063800E-1,-6.692639828E0,-3.067765236E0,2.219884396E0,7.689635761E0
8.525050340E-1,-6.865514278E0,-3.469714642E0,2.215608358E0,8.005193714E0
8.545459180E-1,-7.032280922E0,-4.315152168E0,2.175291061E0,8.532608300E0
8.565411490E-1,-7.075041294E0,-4.475198746E0,2.155132532E0,8.644547956E0
8.585409950E-1,-7.150788784E0,-4.547891617E0,2.155743361E0,8.744388362E0
8.605393800E-1,-7.064656734E0,-4.632802010E0,2.162462950E0,8.720577690E0
8.625389180E-1,-6.988909245E0,-4.685336590E0,2.160630465E0,8.687091308E0
8.645373030E-1,-6.868568897E0,-4.688390732E0,2.152689219E0,8.590245469E0
8.665573410E-1,-6.769608498E0,-4.608978271E0,2.137417555E0,8.463972691E0
8.685527640E-1,-6.714019775E0,-4.549113274E0,2.127643585E0,8.384471381E0
8.705524950E-1,-6.611394405E0,-4.368908405E0,2.097711325E0,8.197456279E0
8.725505330E-1,-6.530149460E0,-4.116621017E0,2.063502789E0,7.990460833E0
8.745500330E-1,-6.492886543E0,-3.958406687E0,2.044565916E0,7.874440231E0
8.765554950E-1,-6.439130783E0,-3.568674803E0,2.002416372E0,7.629385062E0
8.785551870E-1,-6.403089523E0,-3.124575615E0,1.954157948E0,7.387913204E0
8.805527640E-1,-6.401867867E0,-2.888781786E0,1.927890658E0,7.283250289E0
8.825525330E-1,-6.398202419E0,-2.441628456E0,1.847867370E0,7.093176829E0
8.845504570E-1,-6.396369934E0,-2.036013842E0,1.739133358E0,6.934225662E0
8.865666490E-1,-6.395148277E0,-1.853976011E0,1.671938181E0,6.865167574E0
8.885614180E-1,-6.401257038E0,-1.524108768E0,1.521054506E0,6.753710537E0
8.905603800E-1,-6.420193672E0,-1.295034289E0,1.406822681E0,6.698891748E0
8.925585330E-1,-6.409809113E0,-1.250441194E0,1.342070937E0,6.667114101E0
8.945579180E-1,-6.485556126E0,-1.077566266E0,1.220508814E0,6.686795128E0
8.965558030E-1,-6.583905697E0,-9.755517840E-1,1.078177214E0,6.742550082E0
8.985556100E-1,-6.638883591E0,-9.327912331E-1,9.944885969E-1,6.777453975E0
9.005537640E-1,-6.770830154E0,-8.686503768E-1,7.984008789E-1,6.872855187E0
9.025532640E-1,-6.907664299E0,-8.362745047E-1,6.963863969E-1,6.992863157E0
9.045511870E-1,-6.970583439E0,-8.387179971E-1,4.929682612E-1,7.038145996E0
9.065853410E-1,-7.097032547E0,-8.509352803E-1,2.803871334E-1,7.153361362E0
9.085804950E-1,-7.158730030E0,-8.631525636E-1,1.698205322E-1,7.212578388E0
9.105801100E-1,-7.263187885E0,-8.930850029E-1,-5.009094998E-2,7.318060411E0
9.125780330E-1,-7.368867397E0,-9.279043078E-1,-2.675589919E-1,7.431877349E0
9.145778410E-1,-7.425677776E0,-9.401215911E-1,-3.781255782E-1,7.494497848E0
9.165757640E-1,-7.527081490E0,-9.505063295E-1,-6.126978397E-1,7.611558098E0
9.185753410E-1,-7.634593964E0,-9.810495973E-1,-8.552113175E-1,7.744731738E0
9.205733410E-1,-7.691404343E0,-9.987646937E-1,-9.822713137E-1,7.817933781E0
9.225731870E-1,-7.780590534E0,-1.070235968E0,-1.218065262E0,7.947746666E0
9.245785720E-1,-7.866111755E0,-1.150259256E0,-1.428813815E0,8.077147976E0
9.265946490E-1,-7.904596329E0,-1.211956620E0,-1.528384805E0,8.141710022E0
9.285902260E-1,-7.993171692E0,-1.335351467E0,-1.692707539E0,8.278841468E0
9.305899560E-1,-8.079915047E0,-1.450194120E0,-1.835039139E0,8.411626406E0
9.325879950E-1,-8.133670807E0,-1.498452425E0,-1.897958279E0,8.485529217E0
9.345877640E-1,-8.232020378E0,-1.615127683E0,-2.013411760E0,8.627202551E0
9.365861490E-1,-8.336478233E0,-1.742798567E0,-2.122145891E0,8.777113384E0
9.385858790E-1,-8.396343231E0,-1.809993744E0,-2.172847748E0,8.859792568E0
9.405841100E-1,-8.522791862E0,-1.924836397E0,-2.258368731E0,9.024588944E0
9.425835330E-1,-8.662679672E0,-2.052507162E0,-2.317622662E0,9.199248858E0
9.445816490E-1,-8.756142616E0,-2.131308794E0,-2.330451012E0,9.308249707E0
9.466009180E-1,-8.932071686E0,-2.230879784E0,-2.343889952E0,9.500134174E0
9.485961100E-1,-9.134267807E0,-2.189951897E0,-2.360383272E0,9.685150844E0
9.505957640E-1,-9.245445251E0,-2.150245667E0,-2.365270138E0,9.782449445E0
9.525938410E-1,-9.442144394E0,-2.043955088E0,-2.366492033E0,9.946463075E0
9.545930720E-1,-9.603412628E0,-2.012190104E0,-2.322509766E0,1.008307963E1
9.565912250E-1,-9.677327156E0,-1.992031574E0,-2.280359983E0,1.013996511E1
9.585908020E-1,-9.819047928E0,-1.862528086E0,-2.197282314E0,1.023282770E1
9.605887250E-1,-9.892352104E0,-1.786780834E0,-2.158186913E0,1.028148757E1
9.625882250E-1,-9.958325386E0,-1.691485882E0,-2.083050489E0,1.031350902E1
9.645865720E-1,-1.001635742E1,-1.621847272E0,-1.995696783E0,1.034120932E1
9.666208020E-1,-1.003834820E1,-1.607186437E0,-1.947438359E0,1.035103854E1
9.686158410E-1,-1.007805443E1,-1.639562368E0,-1.820378423E0,1.037155357E1
9.706153020E-1,-1.008966160E1,-1.750128984E0,-1.670105577E0,1.037561927E1
9.726203020E-1,-1.010493279E1,-1.798387289E0,-1.593136549E0,1.038662349E1
9.746199950E-1,-1.015807819E1,-1.885130167E0,-1.419650793E0,1.042859898E1
9.766184560E-1,-1.019228649E1,-2.008524895E0,-1.243110776E0,1.046241849E1
9.786181480E-1,-1.020328236E1,-2.088548183E0,-1.152091861E0,1.047837392E1
9.806164180E-1,-1.021611023E1,-2.302350998E0,-9.547823668E-1,1.051576615E1
9.826164560E-1,-1.022893810E1,-2.555860281E0,-7.605272532E-1,1.057080878E1
9.846150330E-1,-1.024298859E1,-2.705522060E0,-6.554583907E-1,1.061453204E1
9.866379560E-1,-1.024482059E1,-2.997515678E0,-4.636467099E-1,1.068440066E1
9.886334180E-1,-1.028086185E1,-3.206431627E0,-2.596177161E-1,1.077240575E1
9.906337640E-1,-1.029430103E1,-3.262020350E0,-1.606575549E-1,1.079996395E1
9.926326480E-1,-1.033767223E1,-3.321274281E0,3.420845419E-2,1.085815363E1
9.946327640E-1,-1.035050106E1,-3.309667826E0,2.345722616E-1,1.086930529E1
9.966314180E-1,-1.035111141E1,-3.272405148E0,3.371976018E-1,1.086130034E1
9.986318790E-1,-1.033828354E1,-3.197268724E0,5.265658498E-1,1.083420073E1
1.000630610E0,-1.028635979E1,-3.131295204E0,7.098253965E-1,1.077580899E1
1.002630918E0,-1.025948143E1,-3.083036900E0,7.990117669E-1,1.074246227E1
1.004629764E0,-1.016113281E1,-2.986520290E0,9.566149712E-1,1.063405077E1
1.006655802E0,-1.008172035E1,-2.852129936E0,1.091005325E0,1.053404115E1
1.008651648E0,-1.002307701E1,-2.779436827E0,1.145983219E0,1.046425436E1
1.010651879E0,-9.914342880E0,-2.611449003E0,1.237612963E0,1.032693306E1
1.012650687E0,-9.791559219E0,-2.433076382E0,1.310916781E0,1.017413365E1
1.014691571E0,-9.724364281E0,-2.325563908E0,1.342681766E0,1.008832506E1
1.016687341E0,-9.589362144E0,-2.096489429E0,1.406822681E0,9.916162782E0
1.018687341E0,-9.503231049E0,-1.987755537E0,1.439809442E0,9.815071251E0
1.020693418E0,-9.360898972E0,-1.758070230E0,1.518000126E0,9.644768783E0
1.022693148E0,-9.215513229E0,-1.547932506E0,1.595579982E0,9.479855199E0
1.024691802E0,-9.083566666E0,-1.348790407E0,1.674992561E0,9.334667590E0
1.026726533E0,-9.016982079E0,-1.252884626E0,1.709200978E0,9.262669900E0
1.028722302E0,-8.887478828E0,-1.073901057E0,1.772120118E0,9.125839858E0
1.030722494E0,-8.823337555E0,-9.963212013E-1,1.801441550E0,9.060305359E0
1.032721148E0,-8.695666313E0,-8.607091308E-1,1.857641220E0,8.933435159E0
1.034720879E0,-8.557000160E0,-7.360926270E-1,1.908953905E0,8.798192377E0
1.036719187E0,-8.488583565E0,-6.762278080E-1,1.932777643E0,8.732065300E0
1.038719110E0,-8.379238129E0,-5.265658498E-1,1.976759911E0,8.625339585E0
1.040717725E0,-8.303491592E0,-3.292563558E-1,2.016466141E0,8.551170567E0
1.042717879E0,-8.258287430E0,-2.247984111E-1,2.027461767E0,8.506494391E0
1.044716533E0,-8.184983253E0,1.832595794E-3,2.045176744E0,8.436628600E0
1.046732610E0,-8.117177010E0,2.113593817E-1,2.051285505E0,8.375022843E0
1.048727764E0,-8.087856293E0,3.084869385E-1,2.051285505E0,8.349632077E0
1.050727340E0,-8.042040825E0,4.960225821E-1,2.043344259E0,8.312383220E0
1.052725494E0,-8.007832527E0,6.646214128E-1,2.017076969E0,8.284666735E0
1.054725456E0,-7.994393349E0,7.415903807E-1,1.996918440E0,8.273328506E0
1.056724302E0,-7.972402096E0,8.869763613E-1,1.947438359E0,8.254601045E0
1.058723956E0,-7.955297947E0,1.020755768E0,1.892460585E0,8.240759360E0
1.060722033E0,-7.951632977E0,1.087340117E0,1.868025899E0,8.240163608E0
1.062721764E0,-7.930252552E0,1.205847979E0,1.808771968E0,8.222811619E0
1.064719725E0,-7.931474209E0,1.338405728E0,1.744631171E0,8.230634905E0
1.066738187E0,-7.944302559E0,1.411709547E0,1.714087844E0,8.248815923E0
1.068733763E0,-7.943691730E0,1.505172014E0,1.631010175E0,8.247907328E0
1.070733340E0,-7.951632977E0,1.583362699E0,1.537547827E0,8.252245619E0
1.072731610E0,-7.958352566E0,1.618792892E0,1.486845970E0,8.256305283E0
1.074731379E0,-7.974845886E0,1.665218711E0,1.379333735E0,8.262788985E0
1.076729610E0,-7.987673759E0,1.684766293E0,1.324355841E0,8.270144372E0
1.078728802E0,-8.013940811E0,1.687820673E0,1.218065262E0,8.279835079E0
1.080726994E0,-8.054868698E0,1.668272972E0,1.125213742E0,8.302418348E0
1.082726648E0,-8.078692436E0,1.657888293E0,1.078177214E0,8.317230980E0
1.084724763E0,-8.129394531E0,1.618792892E0,9.908234477E-1,8.348010360E0
1.086759033E0,-8.174598694E0,1.552208543E0,9.028588533E-1,8.369502331E0
1.088753956E0,-8.197200775E0,1.512502313E0,8.613200188E-1,8.379954413E0
1.090753456E0,-8.246069908E0,1.426370382E0,7.751879692E-1,8.404351122E0
1.092751571E0,-8.288830757E0,1.326188445E0,6.957755089E-1,8.423039515E0
1.094750994E0,-8.304101944E0,1.274264932E0,6.615670323E-1,8.427308654E0
1.096749148E0,-8.337088585E0,1.168585181E0,5.998696685E-1,8.439933709E0
1.098748686E0,-8.364578247E0,1.064127207E0,5.595525503E-1,8.450540516E0
1.100746917E0,-8.377406120E0,1.012203693E0,5.455026627E-1,8.455948366E0
1.102746648E0,-8.358469009E0,8.539896011E-1,5.308418870E-1,8.418734794E0
1.104744533E0,-8.115345001E0,4.166100919E-1,6.249151230E-1,8.150024992E0
1.106763802E0,-8.040819168E0,1.997529417E-1,7.941248417E-1,8.082407339E0
1.108758609E0,-7.951022148E0,1.301143020E-1,1.066570759E0,8.023294592E0
1.110758225E0,-7.896044254E0,2.388483137E-1,1.131322384E0,7.980253988E0
1.112756802E0,-7.871609688E0,3.121521473E-1,1.122770309E0,7.957404804E0
1.114756725E0,-7.829459667E0,4.581489265E-1,1.092837930E0,7.918625756E0
1.116761917E0,-7.767762661E0,5.742133260E-1,1.071457624E0,7.862307495E0
1.118761417E0,-7.732943058E0,6.096435189E-1,1.076955438E0,7.831341301E0
1.120759571E0,-7.635815620E0,6.273586154E-1,1.114218235E0,7.742140615E0
1.122759225E0,-7.526470661E0,5.858197808E-1,1.195463300E0,7.643302816E0
1.124757302E0,-7.465994835E0,5.552765131E-1,1.243110776E0,7.589119533E0
1.126773609E0,-7.335880756E0,5.161811113E-1,1.343292713E0,7.475695601E0
1.128768956E0,-7.261355400E0,5.002986193E-1,1.392161846E0,7.410512503E0
1.130768917E0,-7.098865032E0,4.575380683E-1,1.491122007E0,7.268195833E0
1.132767071E0,-6.913773060E0,4.288274050E-1,1.539991260E0,7.096176713E0
1.134767109E0,-6.814201832E0,4.294382632E-1,1.553430319E0,7.002207479E0
1.136765340E0,-6.593068600E0,4.514294267E-1,1.579086661E0,6.794546105E0
1.138765225E0,-6.324898720E0,4.489859641E-1,1.596190929E0,6.538635767E0
1.140763763E0,-6.169738770E0,4.324925840E-1,1.599856019E0,6.388447824E0
1.142763186E0,-5.844147682E0,4.056145251E-1,1.609019041E0,6.075156586E0
1.144761571E0,-5.495954514E0,3.316998184E-1,1.604743004E0,5.735044977E0
1.146795763E0,-5.304142952E0,2.938261926E-1,1.583973527E0,5.543395929E0
1.148791379E0,-4.932126045E0,2.803871334E-1,1.517389297E0,5.167877180E0
1.150791686E0,-4.560109138E0,3.207042515E-1,1.425759435E0,4.788552656E0
1.152790455E0,-4.371351719E0,3.390302062E-1,1.373835921E0,4.594679801E0
1.154790686E0,-3.989560843E0,3.585779071E-1,1.270599723E0,4.202332387E0
1.156789263E0,-3.608991861E0,3.280346394E-1,1.173472166E0,3.809129284E0
1.158789186E0,-3.430008411E0,3.194825351E-1,1.130100727E0,3.625486787E0
1.160787725E0,-3.139236450E0,3.164281845E-1,1.043968678E0,3.323372216E0
1.162787763E0,-3.101362944E0,2.302961946E-1,9.077457786E-1,3.239674497E0
1.164793994E0,-3.263242245E0,6.169738993E-2,8.503243923E-1,3.372774539E0
1.166810648E0,-3.632204771E0,-5.186246037E-1,8.869763613E-1,3.774733109E0
1.168806378E0,-4.153883457E0,-1.212567568E0,9.621127844E-1,4.432914266E0
1.170806109E0,-4.443433762E0,-1.503339410E0,9.340129495E-1,4.782939804E0
1.172804455E0,-4.997488499E0,-1.973705649E0,8.216137290E-1,5.435573052E0
1.174845263E0,-5.448917866E0,-2.364659309E0,6.957755089E-1,5.980503584E0
1.176840532E0,-5.637064457E0,-2.494773626E0,5.998696685E-1,6.193563979E0
1.178840263E0,-5.923560143E0,-2.653598547E0,3.707951903E-1,6.501356711E0
1.180838763E0,-6.063448429E0,-2.730567694E0,1.429424733E-1,6.651453926E0
1.182838878E0,-6.108041763E0,-2.712241650E0,4.092797264E-2,6.683270460E0
1.184837340E0,-6.169127941E0,-2.616335869E0,-1.166752651E-1,6.702012090E0
1.186870494E0,-6.216775417E0,-2.483778000E0,-2.113593817E-1,6.697919269E0
1.188866109E0,-6.239988327E0,-2.400089502E0,-2.364048511E-1,6.689825946E0
1.190865917E0,-6.303518295E0,-2.206445217E0,-2.645046413E-1,6.683764366E0
1.192864378E0,-6.340170383E0,-2.099543810E0,-2.724458873E-1,6.684315332E0
1.194863917E0,-6.406754494E0,-1.894293070E0,-2.871066630E-1,6.687097996E0
1.196862917E0,-6.475782394E0,-1.645060062E0,-3.017674387E-1,6.688276595E0
1.198862801E0,-6.492275715E0,-1.526552200E0,-3.188716471E-1,6.676951753E0
1.200861801E0,-6.505714893E0,-1.315803766E0,-3.597996235E-1,6.647188999E0
1.202862032E0,-6.508769035E0,-1.081842303E0,-4.007275999E-1,6.610222366E0
1.204860571E0,-6.503271580E0,-9.761626720E-1,-4.123340547E-1,6.589040459E0
1.206891417E0,-6.491664886E0,-7.990117669E-1,-4.263839424E-1,6.554535534E0
1.208886763E0,-6.487389088E0,-6.114761233E-1,-4.361577928E-1,6.530723838E0
1.210886763E0,-6.488610744E0,-5.320636034E-1,-4.379903674E-1,6.525105105E0
1.212892532E0,-6.487389088E0,-4.453207552E-1,-4.410447180E-1,6.517595277E0
1.214892378E0,-6.491054058E0,-3.878994286E-1,-4.495968223E-1,6.518158180E0
1.216890801E0,-6.496551991E0,-3.646865487E-1,-4.654793143E-1,6.523408238E0
