"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.580175835E0,-8.436049461E0,-1.582140923E-1,5.462967873E0,1.005166554E1
2.582175065E0,-8.639467239E0,-9.834930301E-2,5.531995773E0,1.025929062E1
2.584175296E0,-8.739038467E0,-1.209513173E-1,5.571702003E0,1.036480997E1
2.586173758E0,-8.965058327E0,-2.089159191E-1,5.648059845E0,1.059794776E1
2.588208027E0,-9.241780281E0,-4.178318381E-1,5.731137753E0,1.088260199E1
2.590203488E0,-9.398772240E0,-5.809328556E-1,5.773287296E0,1.104559862E1
2.592203796E0,-9.702983856E0,-9.724974632E-1,5.874080181E0,1.138413216E1
2.594202527E0,-9.939999580E0,-1.379944563E0,5.982814312E0,1.168340300E1
2.596202796E0,-1.003895950E1,-1.603521228E0,6.037181377E0,1.182368586E1
2.598201450E0,-1.022832775E1,-2.147802114E0,6.138584614E0,1.212080705E1
2.600201527E0,-1.044762802E1,-2.828917027E0,6.233880043E0,1.249067505E1
2.602199719E0,-1.057652092E1,-3.213762045E0,6.291301250E0,1.271894385E1
2.604199181E0,-1.081231499E1,-3.995058775E0,6.408587456E0,1.318850421E1
2.606203873E0,-1.102672863E1,-4.798346519E0,6.536869049E0,1.368734929E1
2.608216796E0,-1.111958027E1,-5.187467575E0,6.603453159E0,1.393414794E1
2.610212027E0,-1.128268147E1,-5.888741016E0,6.732956886E0,1.439822490E1
2.612211681E0,-1.133460426E1,-6.404311180E0,6.859405994E0,1.471529497E1
2.614209796E0,-1.133704853E1,-6.587570667E0,6.923546791E0,1.482768549E1
2.616249758E0,-1.128390312E1,-6.754336834E0,7.069543362E0,1.493070591E1
2.618245181E0,-1.117761230E1,-6.654766083E0,7.269907475E0,1.490223081E1
2.620244758E0,-1.109209156E1,-6.535647392E0,7.398799896E0,1.484895356E1
2.622242719E0,-1.094731617E1,-6.447072029E0,7.739662647E0,1.487651999E1
2.624241950E0,-1.087767696E1,-6.652322292E0,8.092131615E0,1.510165031E1
2.626239950E0,-1.082392120E1,-6.834360600E0,8.261342049E0,1.523533811E1
2.628259450E0,-1.073962212E1,-7.324274063E0,8.543560982E0,1.555560696E1
2.630254027E0,-1.032240105E1,-7.250970364E0,8.729875565E0,1.534077123E1
2.632253142E0,-1.001696873E1,-6.998682976E0,8.761029243E0,1.503585246E1
2.634251219E0,-9.446419716E0,-6.397591591E0,8.732929230E0,1.436760511E1
2.636250758E0,-8.988882065E0,-5.791002750E0,8.624195099E0,1.373726518E1
2.638248988E0,-8.767748833E0,-5.487402439E0,8.548448563E0,1.341868019E1
2.640248411E0,-8.415890694E0,-5.166087151E0,8.360912323E0,1.293910845E1
2.642246027E0,-8.260119438E0,-5.092783451E0,8.252789497E0,1.273870287E1
2.644245488E0,-7.929030895E0,-5.010927677E0,8.053647041E0,1.236285395E1
2.646243257E0,-7.570453167E0,-5.026199341E0,7.856338024E0,1.201234732E1
2.648274488E0,-7.426899433E0,-5.070181370E0,7.775092602E0,1.188770959E1
2.650269257E0,-7.172779560E0,-5.060407639E0,7.608937263E0,1.161690227E1
2.652268642E0,-7.106806278E0,-5.026199341E0,7.466605663E0,1.146819844E1
2.654273450E0,-7.086036682E0,-5.125770092E0,7.393301964E0,1.145191464E1
2.656273373E0,-7.122077942E0,-5.309640884E0,7.230812073E0,1.145429717E1
2.658271911E0,-7.095199585E0,-5.392718315E0,7.062823772E0,1.137131248E1
2.660271873E0,-7.064656734E0,-5.279708385E0,6.978524685E0,1.124653290E1
2.662270527E0,-7.090923786E0,-5.126992226E0,6.786101818E0,1.107332052E1
2.664270296E0,-7.084815025E0,-4.844772339E0,6.541755676E0,1.079170933E1
2.666268719E0,-7.042054653E0,-4.705494881E0,6.388428688E0,1.060868686E1
2.668289296E0,-7.059769630E0,-4.435492516E0,6.097045898E0,1.032898397E1
2.670284719E0,-7.046330452E0,-4.099516869E0,5.798943996E0,1.000422725E1
2.672285180E0,-7.048163414E0,-3.898541927E0,5.662109852E0,9.845543390E0
2.674284180E0,-6.963253021E0,-3.452610254E0,5.438533306E0,9.486045263E0
2.676284565E0,-6.877120972E0,-2.940094471E0,5.206404686E0,9.112935757E0
2.678283104E0,-6.835582256E0,-2.685974598E0,5.112331390E0,8.948495771E0
2.680283565E0,-6.669426918E0,-2.152078152E0,4.897306442E0,8.549637780E0
2.682282219E0,-6.454401970E0,-1.653001308E0,4.658458233E0,8.129757144E0
2.684282219E0,-6.342002869E0,-1.405600905E0,4.533230782E0,7.921293809E0
2.686281142E0,-6.087882996E0,-9.712757468E-1,4.261395931E0,7.494343949E0
2.688298103E0,-5.845369339E0,-6.352998614E-1,4.005443573E0,7.114458998E0
2.690293373E0,-5.733581066E0,-4.929682612E-1,3.871052980E0,6.935562034E0
2.692293527E0,-5.549710751E0,-2.895501256E-1,3.616933107E0,6.630636002E0
2.694292142E0,-5.479461193E0,-2.162462920E-1,3.508199215E0,6.509893944E0
2.696292103E0,-5.366451263E0,-1.441642046E-1,3.304780960E0,6.304058984E0
2.698290411E0,-5.353012085E0,-1.918116808E-1,3.127629995E0,6.202709044E0
2.700290757E0,-5.366451263E0,-2.406809032E-1,3.048217535E0,6.176435590E0
2.702296565E0,-5.370727062E0,-3.048217595E-1,2.918103218E0,6.119881688E0
2.704297065E0,-5.398216248E0,-3.854559660E-1,2.835025549E0,6.109556843E0
2.706295565E0,-5.429981232E0,-4.709770977E-1,2.783102036E0,6.119818016E0
2.708330642E0,-5.546045780E0,-6.982190013E-1,2.695748329E0,6.205899824E0
2.710325950E0,-5.682268620E0,-1.030529618E0,2.654820442E0,6.355960945E0
2.712326026E0,-5.734802723E0,-1.207069755E0,2.646879196E0,6.430470367E0
2.714324796E0,-5.701205254E0,-1.472185254E0,2.790432453E0,6.515948438E0
2.716324796E0,-5.601023197E0,-1.744631171E0,2.935207605E0,6.559774574E0
2.718323526E0,-5.574756145E0,-1.906510472E0,2.993239641E0,6.608492401E0
2.720323603E0,-5.510615349E0,-2.258979559E0,3.119688749E0,6.723267663E0
2.722322296E0,-5.401881218E0,-2.470949888E0,3.273626804E0,6.782517711E0
2.724322296E0,-5.316971302E0,-2.627331495E0,3.354261160E0,6.813524972E0
2.726320296E0,-5.124548435E0,-2.911383867E0,3.509420872E0,6.859532604E0
2.728347949E0,-4.960225582E0,-3.162449360E0,3.718947649E0,6.959561437E0
2.730343219E0,-4.878980637E0,-3.284011602E0,3.839287996E0,7.023483222E0
2.732343026E0,-4.682892799E0,-3.565620422E0,4.070806026E0,7.156437359E0
2.734341334E0,-4.458705425E0,-3.833790302E0,4.278500080E0,7.272108710E0
2.736341142E0,-4.338365078E0,-3.952298164E0,4.366464615E0,7.314922116E0
2.738339142E0,-4.095851421E0,-4.133725166E0,4.532009125E0,7.375824654E0
2.740338834E0,-3.851505280E0,-4.236961365E0,4.720766544E0,7.421022254E0
2.742337065E0,-3.828292608E0,-4.408003807E0,4.817893982E0,7.569572265E0
2.744336872E0,-3.929696083E0,-4.926628113E0,5.155702591E0,8.142201488E0
2.746335026E0,-4.100738525E0,-5.319414616E0,5.525887012E0,8.697566072E0
2.748353103E0,-4.181983471E0,-5.440365791E0,5.665775299E0,8.898740104E0
2.750348834E0,-4.301102161E0,-5.603466988E0,5.871636868E0,9.185556139E0
2.752348757E0,-4.328591347E0,-5.652946949E0,5.953492641E0,9.280979845E0
2.754347065E0,-4.316984653E0,-5.696929455E0,6.081774235E0,9.385059379E0
2.756346911E0,-4.192368031E0,-5.643784046E0,6.208223343E0,9.379247578E0
2.758345334E0,-4.098905563E0,-5.593693256E0,6.260757923E0,9.342779075E0
2.760345065E0,-3.844175100E0,-5.436089993E0,6.339559555E0,9.193409159E0
2.762343526E0,-3.477655888E0,-5.341405869E0,6.400646210E0,9.032883207E0
2.764343680E0,-3.527746677E0,-4.698775291E0,6.491664886E0,8.755866540E0
2.766341949E0,-3.040887117E0,-4.139833927E0,6.431800365E0,8.231237777E0
2.768373257E0,-2.752558708E0,-3.491094828E0,6.227771282E0,7.651761737E0
2.770368565E0,-2.719572067E0,-3.103195429E0,6.178291321E0,7.429480314E0
2.772368295E0,-2.507601738E0,-2.618779421E0,6.269920826E0,7.242788089E0
2.774367180E0,-2.136195660E0,-2.544864655E0,6.439741611E0,7.246374268E0
2.776407526E0,-2.021353006E0,-2.398257017E0,6.484334469E0,7.203061724E0
2.778402949E0,-1.877188921E0,-1.923614621E0,6.444628239E0,6.982647391E0
2.780403103E0,-1.752572417E0,-1.553430319E0,6.318789959E0,6.738825000E0
2.782401718E0,-1.704313993E0,-1.467909217E0,6.243653774E0,6.636464127E0
2.784401603E0,-1.621847272E0,-1.466076612E0,6.109874249E0,6.489247456E0
2.786400065E0,-1.575421453E0,-1.574199796E0,5.954103470E0,6.356996608E0
2.788419642E0,-1.561371565E0,-1.604132175E0,5.844758511E0,6.258779693E0
2.790414834E0,-1.563204169E0,-1.533882618E0,5.590638638E0,6.004302086E0
2.792414757E0,-1.576643229E0,-1.348179579E0,5.350568771E0,5.738639057E0
2.794412911E0,-1.572367191E0,-1.243721604E0,5.242445469E0,5.612701356E0
2.796412642E0,-1.525330544E0,-1.056185961E0,5.032918930E0,5.363994315E0
2.798417988E0,-1.397659659E0,-8.680394888E-1,4.791626930E0,5.066224799E0
2.800417295E0,-1.332907915E0,-7.703011036E-1,4.691444874E0,4.937576562E0
2.802415372E0,-1.169196129E0,-5.021312237E-1,4.507574558E0,4.683736089E0
2.804415372E0,-1.069625020E0,-3.726277947E-1,4.413501263E0,4.556527466E0
2.806413834E0,-8.442157507E-1,-6.230825558E-2,4.226576805E0,4.310514359E0
2.808430257E0,-7.391469479E-1,1.594358236E-1,4.032321453E0,4.102605793E0
2.810425103E0,-6.420193911E-1,3.164281845E-1,3.926641703E0,3.991344480E0
2.812424911E0,-5.687155724E-1,4.941899776E-1,3.715893269E0,3.791506814E0
2.814422949E0,-5.381723046E-1,6.670648456E-1,3.497203588E0,3.600699637E0
2.816422872E0,-5.216789246E-1,7.165449262E-1,3.400075912E0,3.513702000E0
2.818421488E0,-5.650503635E-1,7.880161405E-1,3.200933933E0,3.344582096E0
2.820421257E0,-6.884451509E-1,8.625417352E-1,2.983465910E0,3.181038165E0
2.822420141E0,-7.861835957E-1,8.930850029E-1,2.873510122E0,3.110103839E0
2.824420064E0,-1.075733662E0,9.254608750E-1,2.610227108E0,2.971021087E0
2.826418526E0,-1.502117634E0,7.470881939E-1,2.043955088E0,2.644286398E0
2.828453603E0,-1.737911582E0,6.236934066E-1,1.629788518E0,2.462831855E0
2.830448718E0,-2.182621479E0,6.065891981E-1,1.230893493E0,2.578155497E0
2.832448641E0,-2.588236094E0,7.648032904E-1,1.015258074E0,2.883511593E0
2.834447064E0,-2.764775991E0,8.442157507E-1,9.156870246E-1,3.032353746E0
2.836447334E0,-3.059213161E0,9.242390990E-1,7.458664775E-1,3.281664194E0
2.838445834E0,-3.238807440E0,8.888089061E-1,5.784893632E-1,3.408005993E0
2.840445641E0,-3.296839714E0,8.252789378E-1,5.009095073E-1,3.435279866E0
2.842443641E0,-3.334102392E0,6.279694438E-1,4.074471295E-1,3.417103678E0
2.844443487E0,-3.236364126E0,3.286454976E-1,4.245513380E-1,3.280595138E0
2.846448603E0,-3.174055815E0,1.429424733E-1,4.673119187E-1,3.211455012E0
2.848465911E0,-2.875342607E0,-2.895501256E-1,6.035348773E-1,2.952234532E0
2.850460949E0,-2.511877775E0,-7.538077235E-1,8.381071091E-1,2.753212590E0
2.852460911E0,-2.295631647E0,-1.007316828E0,9.871582389E-1,2.694270447E0
2.854458949E0,-1.942551494E0,-1.511280656E0,1.339016676E0,2.801863877E0
2.856458911E0,-1.705535769E0,-2.035403013E0,1.709200978E0,3.158019264E0
2.858457295E0,-1.666440368E0,-2.300518513E0,1.877188921E0,3.404885780E0
2.860456834E0,-1.624901533E0,-2.861903667E0,2.117259026E0,3.913257387E0
2.862455103E0,-1.643227458E0,-3.147788525E0,2.201558352E0,4.177993328E0
2.864454757E0,-1.726916075E0,-3.708562851E0,2.348165989E0,4.716944038E0
2.866453064E0,-1.867415071E0,-4.195422649E0,2.469728231E0,5.214246618E0
2.868472795E0,-1.943773150E0,-4.386623383E0,2.525927782E0,5.422271657E0
2.870468103E0,-2.084272146E0,-4.678617001E0,2.626720667E0,5.756154001E0
2.872468026E0,-2.256536245E0,-4.934569359E0,2.704300404E0,6.062604330E0
2.874466449E0,-2.357939959E0,-5.028642654E0,2.733011007E0,6.190030449E0
2.876466372E0,-2.538755894E0,-5.075679302E0,2.785545588E0,6.321951130E0
2.878464834E0,-2.706743956E0,-4.994434357E0,2.846021175E0,6.353792089E0
2.880464641E0,-2.789821625E0,-4.932736874E0,2.878396988E0,6.356112568E0
2.882462833E0,-2.943148851E0,-4.713436127E0,2.938872576E0,6.286141686E0
2.884462718E0,-3.079982519E0,-4.408003807E0,2.962085485E0,6.139278484E0
2.886461564E0,-3.139236450E0,-4.268726349E0,2.968805075E0,6.073766023E0
2.888492718E0,-3.222314119E0,-4.022547722E0,2.999348402E0,5.963244863E0
2.890488026E0,-3.259577036E0,-3.819129467E0,3.039665461E0,5.869425734E0
2.892487641E0,-3.258355141E0,-3.737884521E0,3.059213161E0,5.826443520E0
2.894492333E0,-3.219870806E0,-3.583335638E0,3.082426071E0,5.719196865E0
2.896491987E0,-3.120299578E0,-3.450777769E0,3.085480452E0,5.582501794E0
2.898490064E0,-3.048828363E0,-3.391523838E0,3.075706482E0,5.500705291E0
2.900489680E0,-2.905885935E0,-3.310278654E0,3.042109013E0,5.353180837E0
2.902488295E0,-2.751947880E0,-3.260187864E0,2.987131119E0,5.208166123E0
2.904488180E0,-2.681698322E0,-3.247359753E0,2.953533411E0,5.143948956E0
2.906486987E0,-2.574186087E0,-3.230866194E0,2.860682011E0,5.024781780E0
2.908506141E0,-2.461786985E0,-3.197268724E0,2.754391432E0,4.885651913E0
2.910501680E0,-2.409863472E0,-3.181997061E0,2.707354784E0,4.823102443E0
2.912501910E0,-2.299907684E0,-3.150842905E0,2.603507757E0,4.689950854E0
2.914500872E0,-2.240653753E0,-3.132516861E0,2.551584244E0,4.619932173E0
2.916501141E0,-2.112982988E0,-3.057991505E0,2.453845739E0,4.453916037E0
2.918499487E0,-2.006081581E0,-2.985909224E0,2.370768070E0,4.308196658E0
2.920499718E0,-1.973094702E0,-2.912605524E0,2.339613914E0,4.224945788E0
2.922497833E0,-1.936442852E0,-2.704300404E0,2.277305603E0,4.031026222E0
2.924497795E0,-1.866804242E0,-2.489275932E0,2.228436470E0,3.827189811E0
2.926496218E0,-1.856419444E0,-2.392148256E0,2.208277941E0,3.747687006E0
2.928509295E0,-1.821600199E0,-2.162462950E0,2.165517330E0,3.561451755E0
2.930504756E0,-1.847256541E0,-1.907732129E0,2.099543810E0,3.385244868E0
2.932504756E0,-1.813658953E0,-1.788613439E0,2.056783199E0,3.273966090E0
2.934503449E0,-1.790446043E0,-1.603521228E0,1.975538254E0,3.111226246E0
2.936544141E0,-1.805106759E0,-1.345736146E0,1.877799749E0,2.931816516E0
2.938538833E0,-1.766011477E0,-1.213789225E0,1.816102386E0,2.808969329E0
2.940538449E0,-1.665829539E0,-9.902125597E-1,1.701259732E0,2.578719381E0
2.942543526E0,-1.567480206E0,-8.704829812E-1,1.603521228E0,2.405413716E0
2.944543218E0,-1.472185254E0,-7.922922373E-1,1.550986886E0,2.280486074E0
2.946541449E0,-1.111774802E0,-6.579018831E-1,1.452026725E0,1.943517355E0
2.948576949E0,-6.200281978E-1,-5.467243791E-1,1.367727280E0,1.598130290E0
2.950571910E0,-5.522221923E-1,-4.807509482E-1,1.340238333E0,1.527190104E0
2.952571949E0,2.449569702E-1,-6.053674817E-1,1.297477722E0,1.452557105E0
2.954570218E0,7.318165898E-1,-8.460483551E-1,1.357953429E0,1.759372290E0
2.956569949E0,1.006705880E0,-9.217956662E-1,1.385442376E0,1.944894485E0
2.958568218E0,1.315192819E0,-1.014036298E0,1.421483397E0,2.186004760E0
2.960568410E0,1.469130874E0,-1.087340117E0,1.498452425E0,2.363474925E0
2.962566872E0,1.486235142E0,-1.111163855E0,1.572978020E0,2.432661065E0
2.964566756E0,1.484402537E0,-1.207069755E0,1.673770785E0,2.542041881E0
2.966565064E0,1.339627504E0,-1.374446750E0,1.707368374E0,2.568815385E0
2.968580141E0,1.230282545E0,-1.425759435E0,1.721418262E0,2.551404699E0
2.970575372E0,1.009149432E0,-1.506393671E0,1.773341775E0,2.536206916E0
2.972575487E0,8.747590184E-1,-1.515556693E0,1.803885102E0,2.513188591E0
2.974573718E0,6.585127115E-1,-1.594969153E0,1.811215401E0,2.501612844E0
2.976573102E0,6.407976151E-1,-1.671327353E0,1.689042449E0,2.461060970E0
2.978571333E0,7.232644558E-1,-1.690264106E0,1.583973527E0,2.426741922E0
2.980570949E0,9.877691269E-1,-1.686598897E0,1.327410221E0,2.362693713E0
2.982569333E0,1.365283847E0,-1.631010175E0,1.025642753E0,2.361384600E0
2.984568910E0,1.578475833E0,-1.586417079E0,8.607091308E-1,2.397733370E0
2.986567256E0,2.009746552E0,-1.478904724E0,5.430592299E-1,2.553654971E0
2.988590102E0,2.360994101E0,-1.343903542E0,2.370157093E-1,2.727003175E0
2.990585718E0,2.548529863E0,-1.254106402E0,1.007927656E-1,2.842172851E0
2.992585679E0,2.904664278E0,-1.050077319E0,-1.246165112E-1,3.091159365E0
2.994584179E0,3.179553509E0,-7.495316267E-1,-3.084869385E-1,3.281237932E0
2.996584256E0,3.295618057E0,-6.041457057E-1,-3.897320330E-1,3.373126364E0
2.998583372E0,3.549127102E0,-4.269948006E-1,-5.479460955E-1,3.616472407E0
3.000583564E0,3.737884521E0,-5.974262357E-1,-6.719517708E-1,3.844504908E0
3.002581987E0,3.782477617E0,-7.684684992E-1,-7.281513810E-1,3.927834670E0
3.004582487E0,3.720169306E0,-1.163698316E0,-8.234463334E-1,3.983957492E0
3.006581256E0,3.506977320E0,-1.500285029E0,-8.258898258E-1,3.902798880E0
3.008610718E0,3.327383041E0,-1.624901533E0,-7.794640660E-1,3.784091321E0
3.010606064E0,2.872899294E0,-1.796554685E0,-6.133087277E-1,3.443444015E0
3.012606218E0,2.366492033E0,-1.896736622E0,-3.958406746E-1,3.058526474E0
3.014604679E0,2.089770079E0,-1.954768777E0,-2.877175212E-1,2.875941815E0
3.016604641E0,1.530828357E0,-2.039068222E0,-7.513642311E-2,2.550858709E0
3.018602910E0,1.041525245E0,-2.010968447E0,1.099557430E-1,2.267346289E0
3.020602987E0,8.374962807E-1,-1.938275456E0,1.936442852E-1,2.120332491E0
3.022601179E0,5.216789246E-1,-1.685988069E0,3.176499307E-1,1.793211127E0
3.024600679E0,4.282165468E-1,-1.533271790E0,3.286454976E-1,1.625515197E0
3.026598718E0,2.828305960E-1,-1.183246017E0,3.292563558E-1,1.260346789E0
3.028617410E0,1.857030392E-1,-8.814785480E-1,3.231477141E-1,9.570342181E-1
3.030612448E0,1.398881376E-1,-7.391469479E-1,3.292563558E-1,8.211678570E-1
3.032612141E0,5.864306539E-2,-4.636467099E-1,3.475823104E-1,5.824265990E-1
3.034610064E0,-6.536258012E-2,-2.315179259E-1,3.439171314E-1,4.197044319E-1
3.036610218E0,-1.264491081E-1,-1.264491081E-1,3.310889602E-1,3.762959652E-1
3.038615679E0,-2.443460971E-1,8.552113548E-3,2.651155293E-1,3.606444200E-1
3.040615564E0,-4.783074856E-1,2.626720667E-1,2.828305960E-1,6.146281896E-1
3.042614025E0,-5.589417219E-1,3.420845270E-1,2.913827300E-1,7.171761063E-1
3.044613833E0,-7.605272532E-1,4.489859641E-1,2.516764700E-1,9.183306291E-1
3.046612141E0,-9.230173826E-1,4.575380683E-1,2.480112910E-1,1.059628130E0
3.048626064E0,-9.969320893E-1,4.392121136E-1,2.522873580E-1,1.118226177E0
3.050621294E0,-1.117272496E0,3.995058835E-1,2.565633953E-1,1.213971811E0
3.052621679E0,-1.206458807E0,3.652974069E-1,2.449569702E-1,1.284129653E0
3.054619833E0,-1.237002134E0,3.494149148E-1,2.376265824E-1,1.307184553E0
3.056619487E0,-1.258993268E0,3.115412891E-1,2.186897546E-1,1.315274584E0
3.058618179E0,-1.220508814E0,2.467895597E-1,1.850921661E-1,1.258890766E0
3.060617948E0,-1.173472166E0,1.802052408E-1,1.618792862E-1,1.198213569E0
3.062616371E0,-1.158811331E0,8.552113175E-2,1.319468915E-1,1.169430437E0
3.064616256E0,-1.184467673E0,2.443460980E-3,1.319468915E-1,1.191796804E0
3.066614679E0,-1.207069755E0,-7.513642311E-2,1.374446750E-1,1.217190993E0
3.068609833E0,-1.218065262E0,-3.830125034E-1,1.673770845E-1,1.287787501E0
3.070605140E0,-1.202793717E0,-9.511171579E-1,2.907718420E-1,1.560732148E0
3.072605410E0,-1.185078621E0,-1.282206178E0,3.909537494E-1,1.789220180E0
3.074603833E0,-1.126435518E0,-1.913229942E0,6.322455406E-1,2.308471402E0
3.076603602E0,-1.061683774E0,-2.211332083E0,7.495316267E-1,2.564948279E0
3.078602256E0,-9.120218158E-1,-2.722626448E0,8.985827565E-1,3.008642474E0
3.080601871E0,-8.271115422E-1,-3.042719841E0,9.352346659E-1,3.288908849E0
3.082600140E0,-8.069530129E-1,-3.128240824E0,9.327912331E-1,3.362612571E0
3.084600025E0,-8.405506015E-1,-3.170390606E0,9.352346659E-1,3.410654745E0
3.086605256E0,-9.334021211E-1,-3.055547953E0,9.645562172E-1,3.337361459E0
3.088620102E0,-9.896016717E-1,-2.963918209E0,9.810495973E-1,3.275145940E0
3.090615563E0,-1.105666041E0,-2.732400179E0,1.013425469E0,3.116975989E0
3.092615717E0,-1.218065262E0,-2.456289053E0,1.047633886E0,2.935059736E0
3.094614602E0,-1.262658477E0,-2.305405378E0,1.067181587E0,2.836913275E0
3.096655602E0,-1.351844788E0,-1.975538254E0,1.124602914E0,2.644800075E0
3.098651140E0,-1.423316002E0,-1.633453608E0,1.183246017E0,2.468617075E0
3.100651294E0,-1.452026725E0,-1.461189628E0,1.208902359E0,2.388493595E0
3.102649640E0,-1.486845970E0,-1.145983219E0,1.255328059E0,2.258281872E0
3.104649910E0,-1.518000126E0,-8.674286604E-1,1.269988894E0,2.160932358E0
3.106648756E0,-1.534493446E0,-7.440338731E-1,1.269377947E0,2.125929659E0
3.108669986E0,-1.569923639E0,-5.229006410E-1,1.238223910E0,2.066708438E0
3.110665410E0,-1.601077795E0,-3.390302062E-1,1.187522054E0,2.022028737E0
3.112665333E0,-1.617571115E0,-2.620611787E-1,1.162476540E0,2.009120225E0
3.114663525E0,-1.653001308E0,-1.252273768E-1,1.096503139E0,1.987564931E0
3.116663756E0,-1.692707539E0,-1.893682219E-2,1.039692640E0,1.986599658E0
3.118662640E0,-1.723861694E0,2.748893574E-2,1.014036298E0,2.000181091E0
3.120662910E0,-1.775785327E0,1.246165112E-1,9.663888216E-1,2.025549347E0
3.122662025E0,-1.820378423E0,2.290744632E-1,9.425650835E-1,2.062687967E0
3.124662486E0,-1.830152273E0,2.748893499E-1,9.517280459E-1,2.081059291E0
3.126661563E0,-1.871691108E0,3.543018401E-1,9.663888216E-1,2.136039501E0
3.128691833E0,-1.915673375E0,4.031710625E-1,9.560040832E-1,2.178599365E0
3.130687448E0,-1.944994926E0,4.221078753E-1,9.425650835E-1,2.202182840E0
3.132687486E0,-2.010968447E0,4.593706727E-1,9.156870246E-1,2.256877984E0
3.134692948E0,-2.058005095E0,4.770857692E-1,9.004153609E-1,2.296463286E0
3.136692871E0,-2.145358801E0,5.198463202E-1,8.729264140E-1,2.373774443E0
3.138691909E0,-2.230879784E0,5.497786999E-1,8.491026759E-1,2.449501293E0
3.140692333E0,-2.278527260E0,5.485569835E-1,8.319984674E-1,2.486930375E0
3.142690794E0,-2.335948706E0,5.387831330E-1,7.990117669E-1,2.526927665E0
3.144691371E0,-2.373211384E0,5.253441334E-1,7.525860071E-1,2.544504751E0
3.146689909E0,-2.406198263E0,5.186246037E-1,7.257078886E-1,2.566206052E0
3.148709486E0,-2.470949888E0,5.064072609E-1,6.646214128E-1,2.608402439E0
3.150705486E0,-2.539366722E0,5.100724697E-1,5.943718553E-1,2.657411367E0
3.152705525E0,-2.587625265E0,5.931501389E-1,5.552765131E-1,2.712187974E0
3.154704602E0,-2.787988901E0,1.307862520E0,4.728097022E-1,3.115595529E0
3.156705217E0,-3.032945871E0,1.986533761E0,3.707951903E-1,3.644525499E0
3.158704140E0,-3.139847279E0,2.086104870E0,3.213151097E-1,3.783347441E0
3.160704371E0,-3.335324287E0,2.154521704E0,2.309070677E-1,3.977394869E0
3.162703025E0,-3.554624796E0,2.383596182E0,1.527163088E-1,4.282547194E0
3.164703217E0,-3.702454329E0,2.392148256E0,1.288925707E-1,4.409892814E0
3.166701794E0,-3.989560843E0,2.436741352E0,8.185594529E-2,4.675575315E0
3.168715832E0,-4.337754250E0,2.180788994E0,4.153883830E-2,4.855273220E0
3.170712217E0,-4.595539093E0,1.931555867E0,2.443460934E-2,4.985026045E0
3.172713140E0,-5.178915501E0,1.452637553E0,-1.466076635E-2,5.378804380E0
3.174712332E0,-5.799554825E0,8.875871897E-1,-9.407325089E-2,5.867835799E0
3.176712755E0,-6.077498436E0,6.737843752E-1,-1.435533315E-1,6.116418902E0
3.178711448E0,-6.541755676E0,3.891211748E-1,-2.150245607E-1,6.556845139E0
3.180711717E0,-6.857573032E0,2.871066630E-1,-2.351831198E-1,6.867608698E0
3.182717986E0,-6.992574692E0,2.755002379E-1,-2.449569702E-1,7.002285707E0
3.184718525E0,-7.257689953E0,2.565633953E-1,-3.054326177E-1,7.268643430E0
3.186717563E0,-7.507534027E0,2.394591719E-1,-4.056145251E-1,7.522295594E0
3.188753255E0,-7.607715607E0,2.486221492E-1,-4.642575979E-1,7.625921901E0
3.190749102E0,-7.787310123E0,2.981022298E-1,-5.644394755E-1,7.813427917E0
3.192749602E0,-7.856338024E0,3.341432810E-1,-6.017022729E-1,7.886427867E0
3.194748717E0,-7.968737125E0,4.074471295E-1,-6.579018831E-1,8.006223793E0
3.196749178E0,-8.060977936E0,4.673119187E-1,-6.847799420E-1,8.103497349E0
3.198748255E0,-8.095186234E0,5.002986193E-1,-6.957755089E-1,8.140420285E0
3.200749025E0,-8.143445015E0,5.815436840E-1,-7.110471725E-1,8.195088642E0
3.202748063E0,-8.160549164E0,6.835582256E-1,-7.202101350E-1,8.220737019E0
3.204748255E0,-8.163602829E0,7.495316267E-1,-7.202101350E-1,8.229514654E0
3.206746486E0,-8.148941994E0,9.016370773E-1,-7.067710757E-1,8.229078344E0
3.208762255E0,-8.128784180E0,1.072679400E0,-6.737843752E-1,8.226892410E0
3.210757755E0,-8.111680031E0,1.160033107E0,-6.493497491E-1,8.219895670E0
3.212757678E0,-8.070751190E0,1.331686258E0,-5.882632136E-1,8.201004004E0
3.214756255E0,-8.024326324E0,1.494787216E0,-5.033529401E-1,8.177870503E0
3.216756063E0,-7.997447968E0,1.574199796E0,-4.563163519E-1,8.163669739E0
3.218754794E0,-7.932695866E0,1.715309620E0,-3.488040566E-1,8.123522331E0
3.220754563E0,-7.842898846E0,1.825876236E0,-2.229658216E-1,8.055718471E0
3.222752948E0,-7.778147221E0,1.858252048E0,-1.545489132E-1,7.998534880E0
3.224752678E0,-7.614435196E0,1.897347450E0,-3.054326167E-3,7.847264493E0
3.226751063E0,-7.397578239E0,1.893071413E0,1.594358236E-1,7.637624170E0
3.228770371E0,-7.279681206E0,1.880243182E0,2.419026345E-1,7.522472317E0
3.230765371E0,-7.032280922E0,1.855808616E0,4.074471295E-1,7.284436406E0
3.232765717E0,-6.789767265E0,1.841758728E0,5.723807216E-1,7.058373355E0
