"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.216761762E0,-9.307546616E-1,-1.905511379E0,-3.080291748E-1,2.142932530E0
5.224756377E0,-1.431833148E0,-1.468633175E0,-4.013285637E-1,2.089998608E0
5.232793338E0,-1.633530259E0,-5.907354355E-1,-9.383544922E-1,1.974309655E0
5.240789185E0,-1.192240000E0,-1.703138351E-1,-8.370261192E-1,1.466647791E0
5.248813954E0,-3.806757331E-1,1.954631805E-1,-6.877789497E-1,8.100368834E-1
5.256808185E0,2.435647249E-1,8.391838074E-1,-1.126163960E0,1.425411695E0
5.264802031E0,9.469736814E-1,1.461592197E0,-1.017756462E0,2.017136366E0
5.272840492E0,1.451756001E0,1.997690201E0,-4.147739410E-1,2.504076486E0
5.280833261E0,1.864909172E0,2.414144516E0,-1.058305740E0,3.228930319E0
5.288854031E0,1.325641632E0,1.176713943E0,-1.041754723E0,2.056023916E0
5.296848454E0,-2.340127528E-1,-1.719779968E-1,-5.125999451E-3,2.904559790E-1
5.304842761E0,4.228150845E-1,-1.311178207E-1,8.635520935E-2,4.510229492E-1
5.312866915E0,7.440654039E-1,-2.988390923E-1,1.817393303E-1,8.221723132E-1
5.320860530E0,7.117182612E-1,-4.616971016E-1,6.979322433E-2,8.512215876E-1
5.328898107E0,1.090966225E0,-5.254826546E-1,-2.285890579E-1,1.232311763E0
5.336893761E0,1.523603678E0,-8.881635666E-1,-6.462631226E-1,1.878259490E0
5.344889646E0,1.222109318E0,-6.695981026E-1,-9.527602196E-1,1.688095033E0
5.352917146E0,8.037070632E-1,-3.372244835E-1,-1.090536594E0,1.396042786E0
5.360911146E0,6.443947554E-1,9.318828583E-3,-9.850540161E-1,1.177141816E0
5.368979107E0,6.922835112E-1,-1.573591232E-1,-8.774170876E-1,1.128662527E0
5.376973915E0,8.312114477E-1,-4.043655396E-1,-5.442895889E-1,1.072695258E0
5.384969569E0,9.736714363E-1,-4.798359871E-1,-3.597311974E-1,1.143540631E0
5.392963915E0,4.928355515E-1,-1.750469208E-1,-4.194197655E-1,6.704037925E-1
5.400958876E0,2.426101863E-1,-2.451786995E-1,-3.773956299E-1,5.112726852E-1
5.408996569E0,-6.234920025E-2,-5.940532684E-2,-2.942132950E-1,3.065581161E-1
5.416991338E0,3.954243660E-1,-3.403344154E-1,3.776597977E-2,5.230814590E-1
5.424985261E0,3.727805912E-1,-2.579846382E-1,8.797788620E-2,4.618025024E-1
5.433026145E0,6.377505064E-1,-3.750877380E-1,4.916667938E-3,7.398923525E-1
5.441021799E0,5.704454184E-1,-1.771793365E-1,-5.499553680E-2,5.998541504E-1
5.449017530E0,5.581930280E-1,-9.966230392E-2,8.577489853E-2,5.734713284E-1
5.457011184E0,4.687278271E-1,-2.152504921E-1,2.472400665E-1,5.719844410E-1
5.465040338E0,6.149275303E-1,-1.980261803E-1,3.090157509E-1,7.161291573E-1
5.473079068E0,7.686997652E-1,-3.350825310E-1,6.059613228E-1,1.034586273E0
5.481073838E0,5.906707644E-1,-4.622974396E-1,5.583906174E-1,9.350994365E-1
5.489110184E0,1.048186898E0,-3.381328583E-1,8.841133118E-2,1.104919077E0
5.497105030E0,1.031165600E0,-1.635036469E-1,-9.006977081E-2,1.047925809E0
5.505100607E0,4.905529618E-1,-1.044335365E-1,2.024068832E-1,5.408485170E-1
5.513096299E0,1.998109221E-1,-6.007862091E-2,2.059917450E-1,2.932003484E-1
5.521092568E0,2.394113839E-1,-2.274527550E-1,1.345357895E-1,3.565844151E-1
5.529130107E0,3.302236199E-1,-3.562135696E-1,1.107091904E-1,4.981889914E-1
5.537125568E0,2.119704485E-1,-4.848937988E-1,2.516260147E-1,5.859770631E-1
5.545122337E0,1.179580092E-1,-5.231981277E-1,4.095549583E-1,6.748226706E-1
5.553175299E0,-3.676992655E-2,-2.663269043E-1,5.761575699E-1,6.357983900E-1
5.561205183E0,-4.010369182E-1,-4.139137268E-2,6.508669853E-1,7.656185003E-1
5.569199529E0,-5.464113951E-1,4.591417313E-2,5.335636139E-1,7.650906182E-1
5.577193376E0,-5.585536361E-1,6.630134583E-2,2.688050270E-1,6.234053059E-1
5.585187683E0,-5.423813462E-1,1.156234741E-1,1.199464798E-1,5.673918139E-1
5.593228452E0,-4.064820409E-1,-9.710311890E-2,-1.720714569E-2,4.182735362E-1
5.601223222E0,-2.997258902E-1,-2.310619354E-1,-1.464104652E-1,4.057847355E-1
5.609260337E0,-3.122019172E-1,-2.612533569E-1,-1.422696114E-1,4.312354298E-1
5.617254183E0,-2.774962187E-1,-2.565078735E-1,-1.302027702E-1,3.996913834E-1
5.625248145E0,-2.169233561E-1,-2.580733299E-1,-1.075057983E-1,3.538574327E-1
5.633242837E0,-3.874561787E-1,-3.520421982E-1,-1.219630241E-1,5.375230032E-1
5.641239337E0,-1.306757808E0,-8.582987785E-1,3.282365799E-1,1.597508064E0
5.649276568E0,-9.036161900E-1,-5.335221291E-1,6.065082550E-2,1.051116836E0
5.657314683E0,-2.173783779E-1,-1.877975464E-1,-2.728023529E-1,3.961595655E-1
5.665310568E0,-2.971954346E-1,-1.397848129E-2,-6.117825508E-1,6.802928882E-1
5.673351952E0,-2.901622057E-1,4.331445694E-2,-6.344170570E-1,6.989672740E-1
5.681347260E0,1.209287643E-1,2.033615112E-1,-5.390591621E-1,5.886972487E-1
5.689342375E0,-1.227235794E-1,-1.235046387E-1,8.194828033E-2,1.924317889E-1
5.697335991E0,-1.198143959E-1,-2.076911926E-1,3.523988724E-1,4.262347783E-1
5.705331798E0,-3.253024817E-1,5.695438385E-2,3.105988503E-1,4.533620542E-1
5.713373221E0,-4.024275541E-1,1.648907661E-1,2.225856781E-1,4.885501870E-1
5.721368721E0,-5.318433046E-1,1.207571030E-1,1.242237091E-1,5.593488254E-1
5.729406760E0,-4.689311981E-1,3.733110428E-2,-8.654117584E-3,4.704943928E-1
5.737401067E0,-4.024635553E-1,1.020011902E-1,4.302978516E-2,4.174119291E-1
5.745396106E0,-4.216910601E-1,1.208930016E-1,2.120175362E-1,4.872267476E-1
5.753391683E0,-2.862558365E-1,8.441543579E-2,3.127832413E-1,4.323213223E-1
5.761387990E0,-6.430149078E-2,3.628015518E-2,-2.729129791E-2,7.871306320E-2
5.769425375E0,-1.033338308E-1,2.667665482E-2,-3.192620277E-1,3.366270442E-1
5.777420067E0,-1.746137142E-1,-2.415943146E-2,-5.839524269E-1,6.099787408E-1
5.785414336E0,-2.757055759E-1,-7.480621338E-3,-6.387257576E-1,6.957299172E-1
5.793454990E0,-4.451490641E-1,-7.552862167E-2,-5.518541336E-1,7.130254180E-1
5.801449067E0,-2.332975864E-1,-3.996052742E-1,-1.002125740E-1,4.734497851E-1
5.809444182E0,-2.194685936E-1,-5.189270973E-1,-1.752815247E-1,5.900639023E-1
5.817438413E0,1.039934158E-1,-1.977176666E-1,-2.996501923E-1,3.737608112E-1
5.825433144E0,-1.188321114E-1,-8.971834183E-2,-2.856092453E-1,3.220917455E-1
5.833475336E0,-1.756076813E-1,-1.007046700E-1,1.031208038E-2,2.026963919E-1
5.841470644E0,-2.435865402E-1,-1.348180771E-1,3.270268440E-1,4.294844272E-1
5.849545798E0,-1.399374008E-2,-1.433677673E-1,4.431915283E-1,4.660138112E-1
5.857542721E0,-8.577620983E-2,-3.905801773E-1,3.626432419E-1,5.398338207E-1
5.865538298E0,5.260932446E-2,-2.356972694E-1,1.130852699E-1,2.666631248E-1
5.873533221E0,-6.747245789E-5,5.339670181E-2,7.216978073E-2,8.977577384E-2
5.881529221E0,-2.936089039E-1,2.719526291E-1,1.673483849E-1,4.337855493E-1
5.889566221E0,-1.106381416E-2,1.152658463E-1,4.940557480E-2,1.258949329E-1
5.897561182E0,-2.746747732E-1,-5.162715912E-2,3.569631577E-1,4.533588981E-1
5.905559105E0,-1.584376097E-1,-2.013444901E-2,2.271246910E-1,2.776571581E-1
5.913603644E0,1.118820906E-1,-1.812973022E-1,7.246398926E-2,2.250274288E-1
5.921600028E0,1.337981224E-1,-3.168740273E-1,5.398702621E-2,3.481747919E-1
5.929596413E0,1.269162893E-1,-3.717708588E-1,-2.291727066E-2,3.935054221E-1
5.937591797E0,1.262704134E-1,-3.696422577E-1,-2.281970978E-1,4.523864846E-1
5.945624143E0,-3.286612034E-2,-3.394489288E-1,-4.273772240E-1,5.467696487E-1
5.953665990E0,-3.336964846E-1,-3.792896271E-1,-4.293956757E-1,6.630193144E-1
5.961663336E0,-4.021154642E-1,-4.170150757E-1,-3.858900070E-1,6.960671788E-1
5.969705413E0,-2.107657194E-1,-3.457899094E-1,-3.488140106E-1,5.344755036E-1
5.977700874E0,-4.916822910E-2,-2.783432007E-1,-4.495816231E-1,5.310518693E-1
5.985695105E0,-1.245820522E-1,-3.271508217E-1,-3.743629456E-1,5.125387428E-1
5.993690182E0,-2.064888477E-1,-3.313746452E-1,-1.019444466E-1,4.035337284E-1
6.001685836E0,-1.662912369E-1,-3.038377762E-1,5.487155914E-2,3.506865519E-1
6.009724797E0,2.982258797E-3,-3.248844147E-1,4.493951797E-2,3.279913673E-1
6.017718220E0,1.157904863E-1,-3.515725136E-1,1.560659409E-1,4.017054231E-1
6.025711528E0,1.199494600E-1,-3.423194885E-1,3.514399529E-1,5.050549927E-1
6.033778105E0,1.025208235E-1,-3.548808098E-1,1.737151146E-1,4.082007465E-1
6.041808105E0,1.027832031E-1,-3.491387367E-1,-1.462221146E-2,3.642472421E-1
6.049803528E0,1.903027296E-1,-5.066366196E-1,-3.720316887E-1,6.567369112E-1
6.057800258E0,-1.707522869E-1,-1.500945091E-1,-1.439113617E0,1.456960091E0
6.065794797E0,-4.853260517E-1,2.145385742E-2,-6.966161728E-1,8.492795398E-1
6.073833758E0,-5.325891972E-1,-8.268356323E-2,-1.117882729E-1,5.504402261E-1
6.081828066E0,-9.771692753E-2,-1.783375740E-1,3.927516937E-2,2.071121125E-1
6.089864527E0,1.224830151E-1,-2.002711296E-1,3.330225945E-1,4.074489695E-1
6.097859758E0,1.782016754E-1,-1.836137772E-1,6.650314331E-1,7.125564282E-1
6.105854181E0,1.282572746E-1,-1.855602264E-1,7.221584320E-1,7.565681245E-1
6.113849066E0,8.393764496E-2,-1.772131920E-1,6.690196991E-1,6.971638268E-1
6.121844027E0,1.066051722E-1,-1.701750755E-1,6.078548431E-1,6.401653922E-1
6.129867797E0,1.449646950E-1,-2.029023170E-1,6.175279617E-1,6.659766487E-1
6.137904335E0,1.681488752E-1,-2.652101517E-1,4.891047478E-1,5.812348261E-1
6.145898797E0,1.329437494E-1,-3.763957024E-1,2.298865318E-1,4.606469177E-1
6.153939373E0,-7.874727249E-3,-3.822107315E-1,1.359953880E-1,4.057607672E-1
6.161935220E0,-8.253419399E-2,-2.271313667E-1,3.997416496E-1,4.671123391E-1
6.169930796E0,-2.837121487E-2,-7.212638855E-2,6.357202530E-1,6.404274993E-1
6.177924873E0,-2.201646566E-1,-2.112340927E-2,6.131649017E-1,6.518357701E-1
