"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.783448089E0,1.189439392E1,6.392518282E-1,1.136767006E1,1.646539317E1
3.785447551E0,1.091995430E1,2.705447972E-1,1.113303757E1,1.559689462E1
3.787445705E0,1.039562416E1,9.097966552E-2,1.103248119E1,1.515892213E1
3.789445781E0,9.428366661E0,-2.250549644E-1,1.089122391E1,1.440706444E1
3.791443820E0,8.599972725E0,-3.471592367E-1,1.092474270E1,1.390791334E1
3.793443397E0,8.204929352E0,-5.746083856E-1,1.090080070E1,1.365571296E1
3.795511512E0,7.716512203E0,-7.158663273E-1,1.116176796E1,1.358830708E1
3.797500243E0,7.410054207E0,-7.805097699E-1,1.144428444E1,1.365612482E1
3.799498512E0,7.259219646E0,-8.906430602E-1,1.162624359E1,1.373532144E1
3.801498397E0,6.988674641E0,-1.048660398E0,1.203565216E1,1.395701203E1
3.803540320E0,6.861782074E0,-1.151610970E0,1.249055004E1,1.429769567E1
3.805540051E0,6.969521046E0,-1.285686255E0,1.302685165E1,1.482990481E1
3.807538012E0,6.234501362E0,-1.501164436E0,1.301727486E1,1.451109736E1
3.809538166E0,5.834669590E0,-1.611297727E0,1.335006905E1,1.465823977E1
3.811536474E0,5.497087002E0,-1.936909199E0,1.369962215E1,1.488788870E1
3.813536358E0,5.370194435E0,-2.293645144E0,1.414973164E1,1.530734143E1
3.815555051E0,5.252878666E0,-2.477998734E0,1.425507736E1,1.539286986E1
3.817555243E0,4.891354084E0,-2.865859509E0,1.433169174E1,1.541219918E1
3.819554512E0,4.481945515E0,-3.277662039E0,1.437478733E1,1.540991288E1
3.821554204E0,4.240131378E0,-3.490746021E0,1.440112305E1,1.541286368E1
3.823552589E0,3.778050184E0,-3.883395195E0,1.450886250E1,1.548746307E1
3.825552358E0,3.306392431E0,-4.237737179E0,1.453998661E1,1.550167275E1
3.827550551E0,3.107673883E0,-4.414907932E0,1.456392860E1,1.553245201E1
3.829550435E0,2.798821688E0,-4.781220913E0,1.461420727E1,1.562909243E1
3.831548704E0,2.477998734E0,-5.200206280E0,1.465969658E1,1.575085162E1
3.833548743E0,2.293645144E0,-5.453991413E0,1.466448498E1,1.581309426E1
3.835617512E0,1.917755604E0,-5.997475147E0,1.466209126E1,1.595695506E1
3.837606435E0,1.620874524E0,-6.543353081E0,1.465490818E1,1.613099617E1
3.839604781E0,1.764526606E0,-6.519411087E0,1.483926201E1,1.630398638E1
3.841604435E0,2.061407566E0,-6.454767704E0,1.517444992E1,1.661858471E1
3.843602781E0,1.532289028E0,-7.110779285E0,1.465490818E1,1.636085039E1
3.845602243E0,1.185129881E0,-7.589619160E0,1.435563374E1,1.628161760E1
3.847600435E0,7.948749661E-1,-8.528146744E0,1.401805115E1,1.642762524E1
3.849600012E0,7.062895298E-1,-9.129091263E0,1.383130360E1,1.658746850E1
3.851598127E0,7.302315235E-1,-9.315838814E0,1.370919895E1,1.659096823E1
3.853597858E0,8.475474119E-1,-9.588777542E0,1.329260826E1,1.641208170E1
3.855615820E0,1.015141487E0,-9.775525093E0,1.263899040E1,1.601048036E1
3.857614974E0,1.115697980E0,-9.830592155E0,1.228225517E1,1.577146525E1
3.859613281E0,1.355118155E0,-9.777919769E0,1.157357121E1,1.521156174E1
3.861612935E0,1.611297727E0,-9.660603523E0,1.108515358E1,1.479203065E1
3.863611012E0,1.539471745E0,-9.603142738E0,1.059673691E1,1.438336389E1
3.865610473E0,1.233013868E0,-9.674968719E0,9.665391922E0,1.373117416E1
3.867608820E0,1.137245774E0,-9.730035782E0,9.241618156E0,1.346753245E1
3.869608743E0,1.091755986E0,-9.864110947E0,8.506598473E0,1.307114507E1
3.871606589E0,1.192312479E0,-9.943120003E0,7.886500359E0,1.274692639E1
3.873606050E0,1.240196466E0,-9.991003990E0,7.556100368E0,1.258780762E1
3.875802897E0,1.345541358E0,-1.008916569E1,6.904877663E0,1.229955614E1
3.877620589E0,1.453280449E0,-1.020169353E1,6.275202751E0,1.206502153E1
3.879615397E0,1.517923832E0,-1.026394272E1,5.961562157E0,1.196632091E1
3.881615012E0,1.663970232E0,-1.037886429E1,5.401319027E0,1.181794686E1
3.883613358E0,1.776497602E0,-1.044111347E1,4.888959885E0,1.166510707E1
3.885613358E0,1.814804912E0,-1.046266174E1,4.642356873E0,1.158931771E1
3.887611473E0,1.903390408E0,-1.050096893E1,4.120420933E0,1.143989127E1
3.889611243E0,1.958456993E0,-1.052251625E1,3.576937437E0,1.128509563E1
3.891609627E0,1.970427990E0,-1.052491093E1,3.292027235E0,1.120240063E1
3.893609396E0,1.994369984E0,-1.047702694E1,2.717418909E0,1.100590617E1
3.895680935E0,2.039859772E0,-1.041956615E1,2.147598982E0,1.083238515E1
3.897669358E0,2.061407566E0,-1.037647057E1,1.819593310E0,1.073459186E1
3.899667166E0,2.054224968E0,-1.020408726E1,1.134851575E0,1.047048829E1
3.901666820E0,2.035071373E0,-9.935936928E0,4.692635238E-1,1.015305700E1
3.903665204E0,2.013523579E0,-9.782708168E0,1.628057212E-1,9.989102162E0
3.905665050E0,1.989581585E0,-9.445125580E0,-4.309563041E-1,9.662016117E0
3.907663743E0,1.929726601E0,-9.074024200E0,-9.792284966E-1,9.328485857E0
3.909663781E0,1.862688899E0,-8.880094528E0,-1.242590666E0,9.158041293E0
3.911662319E0,1.714248419E0,-8.497021675E0,-1.798045516E0,8.852739275E0
3.913662627E0,1.537077546E0,-8.106766701E0,-2.324769735E0,8.572445861E0
3.915732358E0,1.458068848E0,-7.927201748E0,-2.557007313E0,8.456049829E0
3.917721319E0,1.285686255E0,-7.544129372E0,-2.971204281E0,8.209441638E0
3.919719743E0,1.125274777E0,-7.204153061E0,-3.306392431E0,8.006141115E0
3.921719550E0,1.048660398E0,-7.060500622E0,-3.440467834E0,7.923835976E0
3.923717550E0,9.074024558E-1,-6.809109688E0,-3.677493811E0,7.791746575E0
3.925716858E0,7.685387731E-1,-6.689399719E0,-3.763684988E0,7.713886513E0
3.927714896E0,7.182605267E-1,-6.495469093E0,-3.859453201E0,7.589624229E0
3.929714589E0,6.416460276E-1,-6.363788128E0,-3.859453201E0,7.470266928E0
3.931712781E0,6.248866320E-1,-6.325480938E0,-3.811569214E0,7.411494604E0
3.933712358E0,5.722141862E-1,-6.327875137E0,-3.605667830E0,7.305496104E0
3.935912050E0,5.363011956E-1,-6.394912720E0,-3.277662039E0,7.205941722E0
3.937729704E0,5.195417404E-1,-6.466738701E0,-3.076549292E0,7.180096698E0
3.939724742E0,4.908113480E-1,-6.643909931E0,-2.602497339E0,7.152302241E0
3.941724281E0,4.740519226E-1,-6.885724068E0,-2.027888775E0,7.193764942E0
3.943722127E0,4.620809257E-1,-7.031770229E0,-1.702277422E0,7.249624801E0
3.945721935E0,3.830722570E-1,-7.335834026E0,-1.010353088E0,7.414986081E0
3.947720050E0,2.633621991E-1,-7.659051418E0,-2.777273953E-1,7.668608791E0
3.949719935E0,1.963245422E-1,-7.802703381E0,9.816227108E-2,7.805790108E0
3.951718204E0,5.027823523E-2,-8.101978302E0,8.690952063E-1,8.148613795E0
3.953717896E0,-1.149216816E-1,-8.384494781E0,1.640028119E0,8.544158938E0
3.955743050E0,-1.939303428E-1,-8.518569946E0,2.018311977E0,8.756553326E0
3.957743319E0,-3.327940404E-1,-8.755595207E0,2.765302896E0,9.187932271E0
3.959741435E0,-4.644751251E-1,-8.968679428E0,3.473986626E0,9.629201987E0
3.961741127E0,-5.243301988E-1,-9.064447403E0,3.816357613E0,9.849046365E0
3.963934896E0,-6.200982332E-1,-9.277531624E0,4.513070107E0,1.033561399E1
3.965803819E0,-6.655880809E-1,-9.519346237E0,5.164293289E0,1.085038642E1
3.967798550E0,-6.560112834E-1,-9.634267807E0,5.473145008E0,1.109976501E1
3.969797781E0,-5.889736414E-1,-9.895236015E0,6.019022942E0,1.159703509E1
3.971795935E0,-5.003881454E-1,-1.017056847E1,6.464344501E0,1.206145103E1
3.973795512E0,-4.405331016E-1,-1.032140350E1,6.651092529E0,1.228667862E1
3.975867242E0,-2.801215947E-1,-1.060631371E1,6.916848660E0,1.266551041E1
3.977855358E0,-6.224924326E-2,-1.093192482E1,7.096413612E0,1.303341634E1
3.979853242E0,7.661445439E-2,-1.111388397E1,7.146692276E0,1.321361030E1
3.981852512E0,3.926490843E-1,-1.149216843E1,7.187393665E0,1.356033687E1
3.983850204E0,7.445967197E-1,-1.188242340E1,7.149086475E0,1.388725486E1
3.985849973E0,9.481038451E-1,-1.207395935E1,7.091625214E0,1.403461946E1
3.987847935E0,1.371877551E0,-1.240196514E1,6.902483463E0,1.425956049E1
3.989847627E0,1.771709204E0,-1.253364563E1,6.775590897E0,1.435757146E1
3.991845627E0,1.984793186E0,-1.276109505E1,6.447585106E0,1.443455245E1
3.993844973E0,2.398990154E0,-1.300051498E1,6.047753334E0,1.453767051E1
3.995858165E0,2.602497339E0,-1.311064816E1,5.844246387E0,1.458825909E1
3.997857858E0,3.031059265E0,-1.335485744E1,5.415684223E0,1.472647864E1
3.999856204E0,3.416525841E0,-1.361343098E1,4.958391666E0,1.488569111E1
4.001855819E0,3.581725836E0,-1.374511242E1,4.730942726E0,1.497126229E1
4.003853819E0,3.890577793E0,-1.406114674E1,4.254496574E0,1.519714395E1
4.005853473E0,4.127603531E0,-1.442506504E1,3.782838583E0,1.547350898E1
4.007851896E0,4.213795185E0,-1.463575459E1,3.545812607E0,1.563758834E1
4.009852050E0,4.362235546E0,-1.505234623E1,3.055001259E0,1.596669216E1
4.011850511E0,4.520252705E0,-1.545217800E1,2.540247917E0,1.629893705E1
4.013850665E0,4.604049683E0,-1.566286755E1,2.267308950E0,1.648221415E1
4.015920742E0,4.752490520E0,-1.611776543E1,1.735796213E0,1.689323880E1
4.017909819E0,4.893748283E0,-1.660618210E1,1.118092179E0,1.734831941E1
4.019908819E0,4.967968464E0,-1.683842087E1,7.733271718E-1,1.757302373E1
4.021909011E0,5.121197224E0,-1.733402061E1,4.070143029E-2,1.807475002E1
4.023907088E0,5.284003258E0,-1.784398460E1,-6.847416759E-1,1.862249575E1
4.025906857E0,5.358223438E0,-1.810016441E1,-1.055842996E0,1.890611844E1
4.027904704E0,5.449203014E0,-1.859815788E1,-1.810016513E0,1.946436359E1
4.029904127E0,5.446808815E0,-1.901953888E1,-2.564189911E0,1.994957782E1
4.031901896E0,5.434837818E0,-1.920149803E1,-2.954444885E0,2.017334215E1
4.033901550E0,5.293580055E0,-1.948640823E1,-3.782838583E0,2.054390331E1
4.035969204E0,5.085284233E0,-1.972343445E1,-4.604049683E0,2.088231921E1
4.037958088E0,4.999093056E0,-1.984074974E1,-4.987122059E0,2.105985917E1
4.039956627E0,4.805162907E0,-2.006580353E1,-5.714959621E0,2.140997023E1
4.041956742E0,4.666299343E0,-2.033156013E1,-6.342240334E0,2.180299749E1
4.043955242E0,4.616020679E0,-2.046084785E1,-6.636727333E0,2.200000208E1
4.045955742E0,4.529829502E0,-2.071942139E1,-7.230489254E0,2.240744860E1
4.047953973E0,4.529829502E0,-2.092053413E1,-7.821856976E0,2.278968079E1
4.049953704E0,4.560954094E0,-2.099954224E1,-8.113949776E0,2.296996424E1
4.051951704E0,4.728548527E0,-2.107855225E1,-8.681375504E0,2.328155529E1
4.053951357E0,4.802768707E0,-2.108094597E1,-8.966285706E0,2.340656210E1
4.055996088E0,5.003881454E0,-2.102827263E1,-9.473855972E0,2.360044547E1
4.057995242E0,5.305551052E0,-2.094687080E1,-9.911994934E0,2.377326044E1
4.059993357E0,5.473145008E0,-2.087504387E1,-1.012029076E1,2.383575167E1
4.061993127E0,5.779603004E0,-2.066196060E1,-1.051054573E1,2.389125360E1
4.063990780E0,6.107608318E0,-2.037465668E1,-1.083855152E1,2.387265618E1
4.065990357E0,6.248866558E0,-2.021424484E1,-1.098938560E1,2.384178315E1
4.067987973E0,6.517016888E0,-1.985750961E1,-1.118810463E1,2.370581959E1
4.069987511E0,6.794744492E0,-1.950316620E1,-1.130302620E1,2.354358609E1
4.071985165E0,6.959944248E0,-1.933317947E1,-1.130063248E1,2.345030803E1
4.073984857E0,7.280767441E0,-1.902432632E1,-1.116416264E1,2.322871271E1
4.076052665E0,7.563282967E0,-1.880645370E1,-1.093192482E1,2.303026119E1
4.078041280E0,7.721300602E0,-1.872983932E1,-1.077390766E1,2.294564121E1
4.080039203E0,8.025363922E0,-1.863167763E1,-1.035731697E1,2.277761823E1
4.082038473E0,8.298302650E0,-1.863886070E1,-9.794678688E0,2.263193951E1
4.084036280E0,8.425195694E0,-1.867716789E1,-9.488221169E0,2.257978884E1
4.086035434E0,8.650250435E0,-1.874659920E1,-8.810662270E0,2.244748502E1
4.088033242E0,8.784325600E0,-1.878011894E1,-8.113949776E0,2.226417357E1
4.090032780E0,8.815450668E0,-1.878969574E1,-7.754819393E0,2.215630972E1
4.092030473E0,8.791508675E0,-1.877054214E1,-7.043741226E0,2.189150903E1
4.094029780E0,8.669404030E0,-1.864125443E1,-6.332663536E0,2.151180049E1
4.096200242E0,8.590395927E0,-1.854309273E1,-5.987898350E0,2.129544826E1
4.098069665E0,8.410830498E0,-1.827494240E1,-5.334281445E0,2.081274004E1
4.100064357E0,8.252813339E0,-1.796130180E1,-4.695029736E0,2.031651040E1
4.102063588E0,8.140285492E0,-1.774103546E1,-4.378994942E0,2.000460407E1
4.104061434E0,7.908048153E0,-1.722388649E1,-3.813963413E0,1.933250652E1
4.106060780E0,7.711723804E0,-1.668279839E1,-3.258508444E0,1.866559196E1
4.108058857E0,7.649474621E0,-1.639309883E1,-2.975992680E0,1.833315804E1
4.110058473E0,7.637503624E0,-1.584243298E1,-2.343923569E0,1.774283297E1
4.112056434E0,7.690176010E0,-1.556949329E1,-1.628057122E0,1.744128718E1
4.114055973E0,7.747636795E0,-1.501643276E1,-1.244984865E0,1.694311412E1
4.116252011E0,7.898471355E0,-1.446337223E1,-4.405331016E-1,1.648541948E1
4.118069896E0,8.003816605E0,-1.416649151E1,-1.915361360E-2,1.627116864E1
4.120065049E0,8.259995461E0,-1.353202820E1,8.738836050E-1,1.587787721E1
4.122064626E0,8.583212852E0,-1.283292103E1,1.862688899E0,1.555072394E1
4.124258049E0,8.944737434E0,-1.211226654E1,2.942473888E0,1.534188649E1
4.126127242E0,9.117119789E0,-1.174116516E1,3.502717018E0,1.527238878E1
4.128121972E0,9.402029991E0,-1.102290440E1,4.675876141E0,1.522387621E1
4.130121357E0,9.524134636E0,-1.067574501E1,5.262455463E0,1.524382201E1
4.132119126E0,9.701305389E0,-1.002691650E1,6.418854713E0,1.535760648E1
4.134118665E0,9.835380554E0,-9.481039047E0,7.524975777E0,1.559647628E1
4.136189819E0,9.878476143E0,-9.222464561E0,8.039729118E0,1.572499246E1
4.138177972E0,9.928754807E0,-8.772355080E0,8.956708908E0,1.599240508E1
4.140175819E0,9.880870819E0,-8.365341187E0,9.684545517E0,1.616789916E1
4.142174934E0,9.821015358E0,-8.166622162E0,9.950302124E0,1.619118811E1
4.144172511E0,9.605537415E0,-7.817068577E0,1.025675964E1,1.608023720E1
4.146171857E0,9.184157372E0,-7.527369976E0,1.019451046E1,1.565049804E1
4.148169780E0,8.927978516E0,-7.393294811E0,1.003888798E1,1.533456489E1
4.150169357E0,8.394071579E0,-7.110779285E0,9.512163162E0,1.454320693E1
4.152166819E0,7.917624950E0,-6.751648903E0,8.724471092E0,1.357902587E1
4.154165511E0,7.716512203E0,-6.538564682E0,8.276755333E0,1.306912650E1
4.156232626E0,7.441178799E0,-6.052541733E0,7.278373241E0,1.204072757E1
4.158220319E0,7.254431248E0,-5.475539207E0,6.222530365E0,1.101490747E1
4.160217857E0,7.204153061E0,-5.166687489E0,5.710171223E0,1.054516649E1
4.162217395E0,7.101202011E0,-4.577713490E0,4.786009312E0,9.710222239E0
4.164214934E0,7.060500622E0,-4.055777550E0,4.046200752E0,9.092400183E0
4.166213857E0,7.043741226E0,-3.818751812E0,3.787626982E0,8.862464331E0
4.168211318E0,7.015010834E0,-3.378218651E0,3.502717018E0,8.537667407E0
4.170210511E0,6.971915245E0,-3.019088268E0,3.517082214E0,8.372118218E0
4.172208126E0,6.945579052E0,-2.873042107E0,3.620033026E0,8.342666146E0
4.174206742E0,6.947973251E0,-2.659958124E0,3.969586372E0,8.432515964E0
4.176405742E0,6.959944248E0,-2.588132143E0,4.467580318E0,8.665940562E0
4.178222934E0,6.952761650E0,-2.602497339E0,4.762067318E0,8.819930391E0
4.180217011E0,6.931213856E0,-2.659958124E0,5.394136429E0,9.176808299E0
4.182216318E0,6.962338448E0,-2.688688517E0,6.076483727E0,9.624284757E0
4.184214011E0,6.979097843E0,-2.717418909E0,6.409277916E0,9.857535982E0
4.186213203E0,7.024587631E0,-2.659958124E0,7.036558628E0,1.029239360E1
4.188211241E0,7.041347027E0,-2.604891539E0,7.319074631E0,1.048498361E1
4.190210588E0,7.053318024E0,-2.427720547E0,7.850587368E0,1.082935105E1
4.192208549E0,7.110779285E0,-2.219424963E0,8.327033043E0,1.117266792E1
4.194208011E0,7.141903877E0,-2.102109194E0,8.540117264E0,1.132957444E1
4.196223895E0,7.230489254E0,-1.865083098E0,8.937555313E0,1.164639020E1
4.198223203E0,7.347805023E0,-1.616086125E0,9.306262016E0,1.196697479E1
4.200221318E0,7.431602001E0,-1.517923832E0,9.485827446E0,1.214552277E1
4.202220511E0,7.659051418E0,-1.350329757E0,9.818621635E0,1.252556545E1
4.204218318E0,8.010998726E0,-1.237802267E0,1.012507915E1,1.297017667E1
4.206217511E0,8.262390137E0,-1.223437071E0,1.024957752E1,1.322186554E1
4.208215203E0,8.956708908E0,-1.237802267E0,1.043871975E1,1.381020126E1
4.210214280E0,9.947908401E0,-1.302445769E0,1.054166985E1,1.455280212E1
4.212212126E0,1.057279491E1,-1.338358760E0,1.054645824E1,1.499343116E1
4.214212318E0,1.203565216E1,-1.326387763E0,1.041956615E1,1.597446670E1
4.216287818E0,1.373553562E1,-1.180341482E0,1.010353088E1,1.709208826E1
4.218276472E0,1.466209126E1,-1.022324085E0,9.890447617E0,1.771561516E1
4.220274703E0,1.664688492E1,-5.434837937E-1,9.414001465E0,1.913210850E1
4.222274588E0,1.871547508E1,1.747767180E-1,8.918401718E0,2.073252140E1
4.224272780E0,1.972582817E1,6.272808313E-1,8.693346024E0,2.156562179E1
4.226272664E0,2.169625664E1,1.687912226E0,8.334216118E0,2.330312765E1
4.228270703E0,2.349430084E1,2.899378300E0,8.128314972E0,2.502914443E1
4.230270395E0,2.429875374E1,3.572149038E0,8.101978302E0,2.586178135E1
4.232268280E0,2.572330284E1,5.049371243E0,8.216899872E0,2.747183835E1
4.234268164E0,2.687970161E1,6.675034523E0,8.631096840E0,2.900983070E1
4.236283011E0,2.739206123E1,7.541735172E0,8.990227699E0,2.979978158E1
4.238282357E0,2.828030968E1,9.277531624E0,1.001255131E1,3.140222432E1
4.240280280E0,2.902011871E1,1.014423275E1,1.069729328E1,3.255003582E1
4.242279472E0,2.934333611E1,1.185848141E1,1.236126328E1,3.397728336E1
4.244277164E0,2.991076279E1,1.346977901E1,1.443943024E1,3.584111916E1
4.246276510E0,3.015975952E1,1.423831749E1,1.560540676E1,3.682213328E1
4.248274087E0,3.056916809E1,1.569399261E1,1.821269226E1,3.889058500E1
4.250273587E0,3.084210587E1,1.700601387E1,2.108094597E1,4.104687911E1
4.252271626E0,3.093069267E1,1.761893082E1,2.256774521E1,4.214780654E1
4.254270972E0,3.111743927E1,1.877532959E1,2.561317062E1,4.446169742E1
4.256342241E0,3.122996712E1,1.984074974E1,2.866338348E1,4.680337327E1
4.258331010E0,3.124912071E1,2.031240654E1,3.011666298E1,4.791779204E1
4.260329049E0,3.122278404E1,2.118868446E1,3.278619766E1,4.998757195E1
4.262328357E0,3.114856339E1,2.195961761E1,3.496731567E1,5.172205499E1
4.264325741E0,3.110067940E1,2.228044128E1,3.586514282E1,5.244024020E1
4.266324510E0,3.103843117E1,2.285026169E1,3.718434525E1,5.355552446E1
4.268321549E0,3.116532326E1,2.334586143E1,3.776134872E1,5.424229049E1
4.270320587E0,3.124433136E1,2.355894470E1,3.783317566E1,5.442959947E1
4.272318010E0,3.148375320E1,2.393722916E1,3.738545990E1,5.442325117E1
4.274316741E0,3.188837242E1,2.431311798E1,3.615244675E1,5.399069742E1
4.276393972E0,3.212539673E1,2.453338432E1,3.532165909E1,5.368004901E1
4.278381741E0,3.277183151E1,2.500504303E1,3.344460297E1,5.308282759E1
4.280378895E0,3.375106049E1,2.552458382E1,3.158909798E1,5.280634028E1
4.282377510E0,3.431609344E1,2.579991722E1,3.075830841E1,5.281385741E1
4.284417818E0,3.557304764E1,2.635058403E1,2.930742264E1,5.309161910E1
4.286416549E0,3.677972794E1,2.685097122E1,2.809356308E1,5.350674097E1
4.288413780E0,3.731842041E1,2.704969025E1,2.756683922E1,5.370550129E1
4.290412318E0,3.817075729E1,2.733460045E1,2.666183090E1,5.399111335E1
4.292409395E0,3.879085541E1,2.757880974E1,2.591244507E1,5.419202911E1
4.294408049E0,3.898957443E1,2.768894196E1,2.557725716E1,5.423154529E1
4.296425626E0,3.900154495E1,2.787808418E1,2.496673584E1,5.405225236E1
4.298424703E0,3.853228378E1,2.811271667E1,2.431551170E1,5.353789164E1
4.300422356E0,3.811329651E1,2.825636864E1,2.393243980E1,5.313950898E1
4.302421164E0,3.690183258E1,2.860352707E1,2.307052803E1,5.207836664E1
4.304418241E0,3.524264908E1,2.881900597E1,2.209848213E1,5.060555633E1
4.306417279E0,3.432088089E1,2.938403702E1,2.157175636E1,5.006680706E1
4.308414241E0,3.230735779E1,3.012145233E1,2.050633812E1,4.869884147E1
4.310412856E0,3.120841980E1,3.054043770E1,1.996764183E1,4.801448241E1
4.312409856E0,2.895787048E1,3.150530052E1,1.890940475E1,4.678362761E1
4.314408395E0,2.664267731E1,3.253001785E1,1.801397324E1,4.574426245E1
4.316475856E0,2.552937317E1,3.308308029E1,1.767878532E1,4.537376496E1
4.318463895E0,2.358049202E1,3.421074677E1,1.717360878E1,4.495939987E1
4.320461318E0,2.161964226E1,3.537672424E1,1.697488976E1,4.480031732E1
4.322459856E0,2.066435432E1,3.593457413E1,1.702516747E1,4.481255945E1
4.324457164E0,1.882800293E1,3.699041748E1,1.731486702E1,4.497320646E1
4.326456279E0,1.715206146E1,3.800795364E1,1.798524284E1,4.541218683E1
4.328453433E0,1.637155151E1,3.847482300E1,1.846887207E1,4.571038109E1
4.330452395E0,1.499727917E1,3.931518555E1,1.974498177E1,4.648081865E1
4.332449279E0,1.396298409E1,4.008851242E1,2.132036591E1,4.750380779E1
4.334447933E0,1.357512379E1,4.047637558E1,2.219903755E1,4.811879294E1
4.336465818E0,1.322796440E1,4.123054886E1,2.407130432E1,4.954154714E1
4.338464972E0,1.326627159E1,4.192965317E1,2.617580795E1,5.117873287E1
4.340462202E0,1.342668343E1,4.221216965E1,2.734657097E1,5.205744940E1
4.342461087E0,1.398692608E1,4.252820587E1,2.994667435E1,5.386172760E1
4.344458702E0,1.478658962E1,4.291366959E1,3.278141022E1,5.598970553E1
4.346457741E0,1.528697777E1,4.314830399E1,3.428736115E1,5.719345208E1
4.348454779E0,1.642182922E1,4.359601974E1,3.754108429E1,5.982994587E1
4.350453664E0,1.761653519E1,4.386656189E1,4.101506805E1,6.258476949E1
4.352451125E0,1.818396187E1,4.387374496E1,4.276283646E1,6.390791929E1
4.354450395E0,1.926853561E1,4.363432693E1,4.614344788E1,6.636602093E1
4.356646549E0,2.020227432E1,4.300704575E1,4.928942871E1,6.846302399E1
4.358463433E0,2.056858635E1,4.260482025E1,5.075707626E1,6.938672959E1
4.360457664E0,2.104263878E1,4.167586899E1,5.346252441E1,7.097825174E1
4.362456433E0,2.113122368E1,4.116350937E1,5.468596268E1,7.163461197E1
4.364453202E0,2.101630211E1,4.009090805E1,5.680243683E1,7.263251815E1
4.366451856E0,2.051830864E1,3.892493057E1,5.842809677E1,7.314365114E1
4.368449818E0,2.013523674E1,3.832877350E1,5.906016922E1,7.322995442E1
4.370449087E0,1.912009430E1,3.714364624E1,5.999629974E1,7.310803270E1
4.372446664E0,1.774103546E1,3.598006439E1,6.046077728E1,7.255904466E1
4.374445972E0,1.691503525E1,3.540784836E1,6.050147629E1,7.211284751E1
4.376519048E0,1.503079796E1,3.424426651E1,6.021895981E1,7.088665457E1
4.378506895E0,1.288559341E1,3.305674362E1,5.946957779E1,6.924895305E1
4.380504587E0,1.175553036E1,3.242227936E1,5.894524765E1,6.829303708E1
4.382503741E0,9.414001465E0,3.105758476E1,5.760927963E1,6.612129834E1
4.384501587E0,7.053318024E0,2.972880173E1,5.590460968E1,6.370931118E1
4.386500895E0,5.925649166E0,2.908236885E1,5.494692993E1,6.245048122E1
4.388498510E0,3.797203779E0,2.782780647E1,5.291185760E1,5.990384165E1
4.390498048E0,1.841141105E0,2.664507103E1,5.082411194E1,5.741463198E1
4.392495702E0,8.930372596E-1,2.602257919E1,4.978024292E1,5.617868571E1
4.394495202E0,-7.733271718E-1,2.483266068E1,4.777629471E1,5.385010127E1
4.396563202E0,-2.099714994E0,2.369062614E1,4.600937271E1,5.179302026E1
4.398551241E0,-2.652775526E0,2.310404587E1,4.519773865E1,5.082981145E1
4.400549087E0,-3.579331636E0,2.190215683E1,4.373009491E1,4.903914038E1
4.402548971E0,-4.295197964E0,2.056858635E1,4.237976456E1,4.730285313E1
4.404547125E0,-4.563348293E0,1.985511398E1,4.173332977E1,4.644050509E1
4.406546587E0,-4.953603268E0,1.842098808E1,4.059847641E1,4.485651875E1
4.408544664E0,-5.250484467E0,1.694855309E1,3.960967255E1,4.340215661E1
4.410544241E0,-5.358223438E0,1.622789955E1,3.912843704E1,4.269765647E1
4.412542087E0,-5.442020416E0,1.487996387E1,3.813963318E1,4.129964322E1
4.414541741E0,-5.353435040E0,1.372116947E1,3.709097290E1,3.990827018E1
4.416741125E0,-5.226542473E0,1.322556973E1,3.656424713E1,3.923234137E1
4.418558279E0,-4.829104900E0,1.229422569E1,3.549643326E1,3.787433186E1
4.420553125E0,-4.237737179E0,1.181777954E1,3.444777298E1,3.666425225E1
4.422552779E0,-3.864241600E0,1.077390766E1,3.392583847E1,3.580463609E1
4.424550318E0,-2.961627483E0,9.564835548E0,3.288675308E1,3.437725767E1
4.426550048E0,-2.461239338E0,8.887276649E0,3.236481857E1,3.365297708E1
4.428548048E0,-1.357512355E0,7.374141216E0,3.128263855E1,3.216868467E1
4.430547587E0,-2.178723514E-1,5.856217384E0,3.013102913E1,3.069562944E1
4.432545587E0,3.303998411E-1,5.140350819E0,2.949895859E1,2.994529894E1
4.434545125E0,1.333570361E0,3.883395195E0,2.811989975E1,2.841809160E1
4.436559241E0,2.219424963E0,2.885013103E0,2.658521652E1,2.683324217E1
4.438558317E0,2.631227732E0,2.497152328E0,2.577118683E1,2.602524159E1
4.440556164E0,3.409343243E0,1.920149803E0,2.412876511E1,2.444397476E1
4.442555817E0,4.129997730E0,1.563413739E0,2.243367004E1,2.286417931E1
4.444749202E0,4.802768707E0,1.443703651E0,2.080321884E1,2.139917713E1
4.446618587E0,5.114014626E0,1.292868972E0,2.003467941E1,2.071745725E1
4.448613433E0,5.710171223E0,1.199495077E0,1.853830338E1,1.943485364E1
4.450613010E0,5.966350555E0,1.173158884E0,1.783919716E1,1.884703149E1
4.452611202E0,6.382941723E0,1.149216771E0,1.656069374E1,1.778536537E1
4.454611010E0,6.646304131E0,1.206677675E0,1.546175480E1,1.687291590E1
4.456680817E0,6.737283707E0,1.242590666E0,1.498291397E1,1.647491227E1
4.458669394E0,6.909666061E0,1.280897856E0,1.420001030E1,1.584375198E1
