"Time (s)","Recording (a.u.)"
3.139583333E-2,-1.257324219E-2
3.141666667E-2,-1.416015625E-2
3.143750000E-2,-1.376342773E-2
3.145833333E-2,-1.193237305E-2
3.147916667E-2,-8.300781250E-3
3.150000000E-2,-4.516601562E-3
3.152083333E-2,-2.349853516E-3
3.154166667E-2,-3.753662109E-3
3.156250000E-2,-6.408691406E-3
3.158333333E-2,-1.019287109E-2
3.160416667E-2,-1.461791992E-2
3.162500000E-2,-1.834106445E-2
3.164583333E-2,-1.956176758E-2
3.166666667E-2,-1.608276367E-2
3.168750000E-2,-1.147460938E-2
3.170833333E-2,-6.805419922E-3
3.172916667E-2,-3.723144531E-3
3.175000000E-2,-2.319335938E-3
3.177083333E-2,-2.655029297E-3
3.179166667E-2,-2.410888672E-3
3.181250000E-2,-7.324218750E-4
3.183333333E-2,2.655029297E-3
3.185416667E-2,5.645751953E-3
3.187500000E-2,6.622314453E-3
3.189583333E-2,4.272460938E-3
3.191666667E-2,-7.324218750E-4
3.193750000E-2,-6.195068359E-3
3.195833333E-2,-1.116943359E-2
3.197916667E-2,-1.400756836E-2
3.200000000E-2,-1.531982422E-2
3.202083333E-2,-1.416015625E-2
3.204166667E-2,-1.113891602E-2
3.206250000E-2,-7.476806641E-3
3.208333333E-2,-4.821777344E-3
3.210416667E-2,-4.730224609E-3
3.212500000E-2,-6.561279297E-3
3.214583333E-2,-8.819580078E-3
3.216666667E-2,-1.007080078E-2
3.218750000E-2,-8.666992188E-3
3.220833333E-2,-4.974365234E-3
3.222916667E-2,-3.051757812E-5
3.225000000E-2,5.279541016E-3
3.227083333E-2,8.666992188E-3
3.229166667E-2,1.071166992E-2
3.231250000E-2,1.007080078E-2
3.233333333E-2,5.859375000E-3
3.235416667E-2,6.103515625E-4
3.237500000E-2,-4.333496094E-3
3.239583333E-2,-6.530761719E-3
3.241666667E-2,-7.293701172E-3
3.243750000E-2,-6.835937500E-3
3.245833333E-2,-7.110595703E-3
3.247916667E-2,-8.972167969E-3
3.250000000E-2,-1.266479492E-2
3.252083333E-2,-1.666259766E-2
3.254166667E-2,-2.001953125E-2
3.256250000E-2,-2.148437500E-2
3.258333333E-2,-1.962280273E-2
3.260416667E-2,-1.599121094E-2
3.262500000E-2,-1.046752930E-2
3.264583333E-2,-4.180908203E-3
3.266666667E-2,-6.103515625E-4
3.268750000E-2,1.068115234E-3
3.270833333E-2,-6.103515625E-5
3.272916667E-2,-8.850097656E-4
3.275000000E-2,-2.746582031E-4
3.277083333E-2,3.509521484E-3
3.279166667E-2,9.918212891E-3
3.281250000E-2,1.571655273E-2
3.283333333E-2,1.828002930E-2
3.285416667E-2,1.715087891E-2
3.287500000E-2,1.370239258E-2
3.289583333E-2,9.887695312E-3
3.291666667E-2,6.439208984E-3
3.293750000E-2,5.737304688E-3
3.295833333E-2,6.561279297E-3
3.297916667E-2,8.270263672E-3
3.300000000E-2,9.613037109E-3
3.302083333E-2,1.016235352E-2
3.304166667E-2,9.155273438E-3
3.306250000E-2,6.500244141E-3
3.308333333E-2,2.441406250E-3
3.310416667E-2,-1.983642578E-3
3.312500000E-2,-5.554199219E-3
3.314583333E-2,-6.958007812E-3
3.316666667E-2,-6.958007812E-3
3.318750000E-2,-5.981445312E-3
3.320833333E-2,-3.967285156E-3
3.322916667E-2,-1.739501953E-3
3.325000000E-2,-1.678466797E-3
3.327083333E-2,-2.685546875E-3
3.329166667E-2,-3.021240234E-3
3.331250000E-2,-1.831054688E-3
3.333333333E-2,1.708984375E-3
3.335416667E-2,4.638671875E-3
3.337500000E-2,7.690429688E-3
3.339583333E-2,9.643554688E-3
3.341666667E-2,1.013183594E-2
3.343750000E-2,8.789062500E-3
3.345833333E-2,6.958007812E-3
3.347916667E-2,5.249023438E-3
3.350000000E-2,3.295898438E-3
3.352083333E-2,1.159667969E-3
3.354166667E-2,-9.460449219E-4
3.356250000E-2,-1.770019531E-3
3.358333333E-2,-1.617431641E-3
3.360416667E-2,-1.037597656E-3
3.362500000E-2,-1.037597656E-3
3.364583333E-2,-2.563476562E-3
3.366666667E-2,-5.035400391E-3
3.368750000E-2,-9.063720703E-3
3.370833333E-2,-1.293945312E-2
3.372916667E-2,-1.568603516E-2
3.375000000E-2,-1.602172852E-2
3.377083333E-2,-1.379394531E-2
3.379166667E-2,-1.159667969E-2
3.381250000E-2,-6.469726562E-3
3.383333333E-2,-7.324218750E-4
3.385416667E-2,5.035400391E-3
3.387500000E-2,9.796142578E-3
3.389583333E-2,1.217651367E-2
3.391666667E-2,1.498413086E-2
3.393750000E-2,1.596069336E-2
3.395833333E-2,1.464843750E-2
3.397916667E-2,1.309204102E-2
3.400000000E-2,1.086425781E-2
3.402083333E-2,9.857177734E-3
3.404166667E-2,7.659912109E-3
3.406250000E-2,4.760742188E-3
3.408333333E-2,1.129150391E-3
3.410416667E-2,-3.601074219E-3
3.412500000E-2,-7.476806641E-3
3.414583333E-2,-1.000976562E-2
3.416666667E-2,-1.104736328E-2
3.418750000E-2,-1.187133789E-2
3.420833333E-2,-1.318359375E-2
3.422916667E-2,-1.391601562E-2
3.425000000E-2,-1.449584961E-2
3.427083333E-2,-1.403808594E-2
3.429166667E-2,-1.467895508E-2
3.431250000E-2,-1.358032227E-2
3.433333333E-2,-1.153564453E-2
3.435416667E-2,-9.582519531E-3
3.437500000E-2,-8.117675781E-3
3.439583333E-2,-7.812500000E-3
3.441666667E-2,-6.805419922E-3
3.443750000E-2,-4.943847656E-3
3.445833333E-2,-2.655029297E-3
3.447916667E-2,-1.007080078E-3
3.450000000E-2,8.239746094E-4
3.452083333E-2,2.807617188E-3
3.454166667E-2,6.103515625E-3
3.456250000E-2,9.918212891E-3
3.458333333E-2,1.077270508E-2
3.460416667E-2,1.043701172E-2
3.462500000E-2,1.129150391E-2
3.464583333E-2,1.147460938E-2
3.466666667E-2,9.246826172E-3
3.468750000E-2,5.584716797E-3
3.470833333E-2,-9.155273438E-5
3.472916667E-2,-4.669189453E-3
3.475000000E-2,-7.781982422E-3
3.477083333E-2,-7.690429688E-3
3.479166667E-2,-6.011962891E-3
3.481250000E-2,-3.326416016E-3
3.483333333E-2,-1.892089844E-3
3.485416667E-2,-1.220703125E-3
3.487500000E-2,-3.356933594E-4
3.489583333E-2,-4.577636719E-4
3.491666667E-2,-3.662109375E-4
3.493750000E-2,-4.882812500E-4
3.495833333E-2,-2.655029297E-3
3.497916667E-2,-4.333496094E-3
3.500000000E-2,-5.340576172E-3
3.502083333E-2,-5.035400391E-3
3.504166667E-2,-2.716064453E-3
3.506250000E-2,-1.251220703E-3
3.508333333E-2,9.460449219E-4
3.510416667E-2,6.713867188E-4
3.512500000E-2,1.525878906E-3
3.514583333E-2,3.570556641E-3
3.516666667E-2,4.364013672E-3
3.518750000E-2,3.143310547E-3
3.520833333E-2,7.629394531E-4
3.522916667E-2,4.577636719E-4
3.525000000E-2,-4.272460938E-4
3.527083333E-2,-1.190185547E-3
3.529166667E-2,-4.302978516E-3
3.531250000E-2,-9.216308594E-3
3.533333333E-2,-1.501464844E-2
3.535416667E-2,-1.931762695E-2
3.537500000E-2,-2.093505859E-2
3.539583333E-2,-1.901245117E-2
3.541666667E-2,-1.489257812E-2
3.543750000E-2,-1.058959961E-2
3.545833333E-2,-8.056640625E-3
3.547916667E-2,-7.141113281E-3
3.550000000E-2,-7.720947266E-3
3.552083333E-2,-9.338378906E-3
3.554166667E-2,-9.246826172E-3
3.556250000E-2,-6.683349609E-3
3.558333333E-2,-3.082275391E-3
3.560416667E-2,1.586914062E-3
3.562500000E-2,6.286621094E-3
3.564583333E-2,8.056640625E-3
3.566666667E-2,6.347656250E-3
3.568750000E-2,1.525878906E-3
3.570833333E-2,-3.448486328E-3
3.572916667E-2,-7.934570312E-3
3.575000000E-2,-9.826660156E-3
3.577083333E-2,-8.941650391E-3
3.579166667E-2,-6.866455078E-3
3.581250000E-2,-4.089355469E-3
3.583333333E-2,-1.098632812E-3
3.585416667E-2,3.204345703E-3
3.587500000E-2,5.432128906E-3
3.589583333E-2,5.554199219E-3
3.591666667E-2,3.234863281E-3
3.593750000E-2,-9.460449219E-4
3.595833333E-2,-6.256103516E-3
3.597916667E-2,-1.086425781E-2
3.600000000E-2,-1.181030273E-2
3.602083333E-2,-9.857177734E-3
3.604166667E-2,-7.232666016E-3
3.606250000E-2,-5.310058594E-3
3.608333333E-2,-4.943847656E-3
3.610416667E-2,-5.249023438E-3
3.612500000E-2,-7.476806641E-3
3.614583333E-2,-8.605957031E-3
3.616666667E-2,-7.171630859E-3
3.618750000E-2,-4.577636719E-3
3.620833333E-2,-1.770019531E-3
3.622916667E-2,9.460449219E-4
3.625000000E-2,1.190185547E-3
3.627083333E-2,-1.190185547E-3
3.629166667E-2,-5.615234375E-3
3.631250000E-2,-1.068115234E-2
3.633333333E-2,-1.480102539E-2
3.635416667E-2,-1.635742188E-2
3.637500000E-2,-1.593017578E-2
3.639583333E-2,-1.336669922E-2
3.641666667E-2,-1.077270508E-2
3.643750000E-2,-9.033203125E-3
3.645833333E-2,-8.880615234E-3
3.647916667E-2,-1.193237305E-2
3.650000000E-2,-1.605224609E-2
3.652083333E-2,-2.084350586E-2
3.654166667E-2,-2.337646484E-2
3.656250000E-2,-2.258300781E-2
3.658333333E-2,-1.943969727E-2
3.660416667E-2,-1.763916016E-2
3.662500000E-2,-1.882934570E-2
3.664583333E-2,-2.188110352E-2
3.666666667E-2,-2.487182617E-2
3.668750000E-2,-2.673339844E-2
3.670833333E-2,-2.572631836E-2
3.672916667E-2,-2.307128906E-2
3.675000000E-2,-2.066040039E-2
3.677083333E-2,-1.889038086E-2
3.679166667E-2,-1.947021484E-2
3.681250000E-2,-2.206420898E-2
3.683333333E-2,-2.459716797E-2
3.685416667E-2,-2.746582031E-2
3.687500000E-2,-3.002929688E-2
3.689583333E-2,-3.115844727E-2
3.691666667E-2,-2.917480469E-2
3.693750000E-2,-2.420043945E-2
3.695833333E-2,-1.913452148E-2
3.697916667E-2,-1.574707031E-2
3.700000000E-2,-1.608276367E-2
3.702083333E-2,-1.770019531E-2
3.704166667E-2,-1.998901367E-2
3.706250000E-2,-2.139282227E-2
3.708333333E-2,-2.166748047E-2
3.710416667E-2,-2.056884766E-2
3.712500000E-2,-1.873779297E-2
3.714583333E-2,-1.730346680E-2
3.716666667E-2,-1.675415039E-2
3.718750000E-2,-1.672363281E-2
3.720833333E-2,-1.776123047E-2
3.722916667E-2,-2.044677734E-2
3.725000000E-2,-2.398681641E-2
3.727083333E-2,-2.740478516E-2
3.729166667E-2,-2.850341797E-2
3.731250000E-2,-2.606201172E-2
3.733333333E-2,-2.258300781E-2
3.735416667E-2,-1.910400391E-2
3.737500000E-2,-1.504516602E-2
3.739583333E-2,-1.217651367E-2
3.741666667E-2,-1.034545898E-2
3.743750000E-2,-8.544921875E-3
3.745833333E-2,-6.378173828E-3
3.747916667E-2,-2.685546875E-3
3.750000000E-2,2.655029297E-3
3.752083333E-2,9.613037109E-3
3.754166667E-2,1.583862305E-2
3.756250000E-2,1.977539062E-2
3.758333333E-2,1.937866211E-2
3.760416667E-2,1.608276367E-2
3.762500000E-2,1.107788086E-2
3.764583333E-2,6.347656250E-3
3.766666667E-2,5.615234375E-3
3.768750000E-2,8.117675781E-3
3.770833333E-2,1.235961914E-2
3.772916667E-2,1.583862305E-2
3.775000000E-2,1.712036133E-2
3.777083333E-2,1.495361328E-2
3.779166667E-2,1.239013672E-2
3.781250000E-2,9.490966797E-3
3.783333333E-2,8.422851562E-3
3.785416667E-2,7.690429688E-3
3.787500000E-2,7.324218750E-3
3.789583333E-2,6.286621094E-3
3.791666667E-2,3.234863281E-3
3.793750000E-2,-7.324218750E-4
3.795833333E-2,-4.028320312E-3
3.797916667E-2,-6.713867188E-3
3.800000000E-2,-1.010131836E-2
3.802083333E-2,-1.205444336E-2
3.804166667E-2,-1.269531250E-2
3.806250000E-2,-1.193237305E-2
3.808333333E-2,-1.019287109E-2
3.810416667E-2,-8.819580078E-3
3.812500000E-2,-7.415771484E-3
3.814583333E-2,-5.187988281E-3
3.816666667E-2,-3.753662109E-3
3.818750000E-2,-2.532958984E-3
3.820833333E-2,-3.784179688E-3
3.822916667E-2,-5.645751953E-3
3.825000000E-2,-7.720947266E-3
3.827083333E-2,-1.129150391E-2
3.829166667E-2,-1.583862305E-2
3.831250000E-2,-1.974487305E-2
3.833333333E-2,-2.099609375E-2
3.835416667E-2,-2.084350586E-2
3.837500000E-2,-1.940917969E-2
3.839583333E-2,-1.541137695E-2
3.841666667E-2,-1.071166992E-2
3.843750000E-2,-4.425048828E-3
3.845833333E-2,1.190185547E-3
3.847916667E-2,3.448486328E-3
3.850000000E-2,1.770019531E-3
3.852083333E-2,-2.227783203E-3
3.854166667E-2,-4.730224609E-3
3.856250000E-2,-4.669189453E-3
3.858333333E-2,-3.540039062E-3
3.860416667E-2,-5.493164062E-4
3.862500000E-2,3.662109375E-4
3.864583333E-2,8.850097656E-4
3.866666667E-2,3.356933594E-4
3.868750000E-2,-3.662109375E-4
3.870833333E-2,-7.019042969E-4
3.872916667E-2,-1.373291016E-3
3.875000000E-2,-2.166748047E-3
3.877083333E-2,-1.098632812E-3
3.879166667E-2,1.312255859E-3
3.881250000E-2,4.760742188E-3
3.883333333E-2,7.293701172E-3
3.885416667E-2,8.544921875E-3
3.887500000E-2,8.300781250E-3
3.889583333E-2,8.422851562E-3
3.891666667E-2,9.460449219E-3
3.893750000E-2,1.153564453E-2
3.895833333E-2,1.348876953E-2
3.897916667E-2,1.403808594E-2
3.900000000E-2,1.406860352E-2
3.902083333E-2,1.354980469E-2
3.904166667E-2,1.181030273E-2
3.906250000E-2,9.185791016E-3
3.908333333E-2,5.950927734E-3
3.910416667E-2,3.692626953E-3
3.912500000E-2,1.647949219E-3
3.914583333E-2,3.051757812E-5
3.916666667E-2,6.103515625E-4
3.918750000E-2,2.777099609E-3
3.920833333E-2,5.035400391E-3
3.922916667E-2,4.852294922E-3
3.925000000E-2,4.821777344E-3
3.927083333E-2,5.584716797E-3
3.929166667E-2,5.859375000E-3
3.931250000E-2,7.080078125E-3
3.933333333E-2,5.645751953E-3
3.935416667E-2,4.089355469E-3
3.937500000E-2,1.007080078E-3
3.939583333E-2,-2.838134766E-3
3.941666667E-2,-7.537841797E-3
3.943750000E-2,-1.165771484E-2
3.945833333E-2,-1.394653320E-2
3.947916667E-2,-1.519775391E-2
3.950000000E-2,-1.556396484E-2
3.952083333E-2,-1.422119141E-2
3.954166667E-2,-1.080322266E-2
3.956250000E-2,-6.347656250E-3
3.958333333E-2,-3.173828125E-3
3.960416667E-2,-3.051757812E-3
3.962500000E-2,-3.784179688E-3
3.964583333E-2,-6.011962891E-3
3.966666667E-2,-8.819580078E-3
3.968750000E-2,-1.043701172E-2
3.970833333E-2,-1.129150391E-2
3.972916667E-2,-9.002685547E-3
3.975000000E-2,-6.561279297E-3
3.977083333E-2,-4.547119141E-3
3.979166667E-2,-2.838134766E-3
3.981250000E-2,-1.434326172E-3
3.983333333E-2,-1.098632812E-3
3.985416667E-2,-3.509521484E-3
3.987500000E-2,-7.232666016E-3
3.989583333E-2,-9.552001953E-3
3.991666667E-2,-9.552001953E-3
3.993750000E-2,-6.713867188E-3
3.995833333E-2,-3.051757812E-3
3.997916667E-2,-3.662109375E-4
4.000000000E-2,1.495361328E-3
4.002083333E-2,2.258300781E-3
4.004166667E-2,1.037597656E-3
4.006250000E-2,-9.765625000E-4
4.008333333E-2,-2.075195312E-3
4.010416667E-2,-3.204345703E-3
4.012500000E-2,-3.784179688E-3
4.014583333E-2,-3.662109375E-3
4.016666667E-2,-1.586914062E-3
4.018750000E-2,1.800537109E-3
4.020833333E-2,3.448486328E-3
4.022916667E-2,4.455566406E-3
4.025000000E-2,4.058837891E-3
4.027083333E-2,2.288818359E-3
4.029166667E-2,1.007080078E-3
4.031250000E-2,1.373291016E-3
4.033333333E-2,3.295898438E-3
4.035416667E-2,5.584716797E-3
4.037500000E-2,5.828857422E-3
4.039583333E-2,3.143310547E-3
4.041666667E-2,6.408691406E-4
4.043750000E-2,-1.464843750E-3
4.045833333E-2,-3.875732422E-3
4.047916667E-2,-5.615234375E-3
4.050000000E-2,-6.561279297E-3
4.052083333E-2,-6.988525391E-3
4.054166667E-2,-6.286621094E-3
4.056250000E-2,-5.584716797E-3
4.058333333E-2,-6.347656250E-3
4.060416667E-2,-5.584716797E-3
4.062500000E-2,-4.821777344E-3
4.064583333E-2,-2.197265625E-3
4.066666667E-2,1.800537109E-3
4.068750000E-2,5.432128906E-3
4.070833333E-2,1.025390625E-2
4.072916667E-2,1.400756836E-2
4.075000000E-2,1.541137695E-2
4.077083333E-2,1.602172852E-2
4.079166667E-2,1.611328125E-2
4.081250000E-2,1.620483398E-2
4.083333333E-2,1.660156250E-2
4.085416667E-2,1.712036133E-2
4.087500000E-2,1.806640625E-2
4.089583333E-2,1.791381836E-2
4.091666667E-2,1.770019531E-2
4.093750000E-2,1.721191406E-2
4.095833333E-2,1.779174805E-2
4.097916667E-2,1.876831055E-2
4.100000000E-2,1.766967773E-2
4.102083333E-2,1.583862305E-2
4.104166667E-2,1.306152344E-2
4.106250000E-2,1.010131836E-2
4.108333333E-2,7.507324219E-3
4.110416667E-2,5.401611328E-3
4.112500000E-2,4.852294922E-3
4.114583333E-2,4.486083984E-3
4.116666667E-2,4.455566406E-3
4.118750000E-2,3.906250000E-3
4.120833333E-2,4.028320312E-3
4.122916667E-2,5.218505859E-3
4.125000000E-2,7.171630859E-3
4.127083333E-2,8.300781250E-3
4.129166667E-2,8.209228516E-3
4.131250000E-2,6.561279297E-3
4.133333333E-2,2.227783203E-3
4.135416667E-2,-4.425048828E-3
4.137500000E-2,-1.068115234E-2
4.139583333E-2,-1.446533203E-2
4.141666667E-2,-1.626586914E-2
4.143750000E-2,-1.531982422E-2
4.145833333E-2,-1.281738281E-2
4.147916667E-2,-9.552001953E-3
4.150000000E-2,-6.744384766E-3
4.152083333E-2,-4.333496094E-3
4.154166667E-2,-2.502441406E-3
4.156250000E-2,1.220703125E-4
4.158333333E-2,4.058837891E-3
4.160416667E-2,7.629394531E-3
4.162500000E-2,1.037597656E-2
4.164583333E-2,1.272583008E-2
4.166666667E-2,1.492309570E-2
4.168750000E-2,1.651000977E-2
4.170833333E-2,1.449584961E-2
4.172916667E-2,1.095581055E-2
4.175000000E-2,7.324218750E-3
4.177083333E-2,5.523681641E-3
4.179166667E-2,3.845214844E-3
4.181250000E-2,4.028320312E-3
4.183333333E-2,6.408691406E-3
4.185416667E-2,8.148193359E-3
4.187500000E-2,9.216308594E-3
4.189583333E-2,1.055908203E-2
4.191666667E-2,1.177978516E-2
4.193750000E-2,1.330566406E-2
4.195833333E-2,1.464843750E-2
4.197916667E-2,1.742553711E-2
4.200000000E-2,1.971435547E-2
4.202083333E-2,2.279663086E-2
4.204166667E-2,2.456665039E-2
4.206250000E-2,2.667236328E-2
4.208333333E-2,2.801513672E-2
4.210416667E-2,2.697753906E-2
4.212500000E-2,2.505493164E-2
4.214583333E-2,2.056884766E-2
4.216666667E-2,1.699829102E-2
4.218750000E-2,1.504516602E-2
4.220833333E-2,1.449584961E-2
4.222916667E-2,1.605224609E-2
4.225000000E-2,1.861572266E-2
4.227083333E-2,2.038574219E-2
4.229166667E-2,2.224731445E-2
4.231250000E-2,2.142333984E-2
4.233333333E-2,1.861572266E-2
4.235416667E-2,1.620483398E-2
4.237500000E-2,1.531982422E-2
4.239583333E-2,1.635742188E-2
4.241666667E-2,1.858520508E-2
4.243750000E-2,1.931762695E-2
4.245833333E-2,1.815795898E-2
4.247916667E-2,1.666259766E-2
4.250000000E-2,1.461791992E-2
4.252083333E-2,1.443481445E-2
4.254166667E-2,1.477050781E-2
4.256250000E-2,1.617431641E-2
4.258333333E-2,1.770019531E-2
4.260416667E-2,1.837158203E-2
4.262500000E-2,1.885986328E-2
4.264583333E-2,1.861572266E-2
4.266666667E-2,NaN
