"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
6.482523962E0,-2.472939873E1,-1.268800020E0,-1.981279945E1,3.171277404E1
6.492523962E0,-2.469279861E1,-1.537199974E0,-1.999580002E1,3.181083629E1
6.502523962E0,-2.470499992E1,-1.659199953E0,-2.023979950E1,3.198029783E1
6.512523962E0,-2.469279861E1,-1.866599917E0,-2.048379898E1,3.213727617E1
6.522523962E0,-2.459519958E1,-2.061800003E0,-2.060579872E1,3.215235299E1
6.532523962E0,-2.439999962E1,-2.293599844E0,-2.061800003E1,3.202690286E1
6.542523962E0,-2.438780022E1,-2.476599932E0,-2.070339966E1,3.208627595E1
6.552523962E0,-2.444879913E1,-2.659600019E0,-2.075219917E1,3.217873555E1
6.562523962E0,-2.453419876E1,-2.854799986E0,-2.078879929E1,3.228391190E1
6.572523962E0,-2.460739899E1,-3.049999952E0,-2.073999977E1,3.232606031E1
6.582523962E0,-2.469279861E1,-3.306200027E0,-2.067899895E1,3.237724910E1
6.592523962E0,-2.472939873E1,-3.550199986E0,-2.064239883E1,3.240764896E1
6.602523962E0,-2.480259895E1,-3.830799818E0,-2.060579872E1,3.247218630E1
6.612523962E0,-2.487579918E1,-4.172399998E0,-2.060579872E1,3.257012815E1
6.622523962E0,-2.479039955E1,-4.587199688E0,-2.044719887E1,3.246065699E1
6.632523962E0,-2.460739899E1,-5.111799717E0,-2.044719887E1,3.239973029E1
6.642523962E0,-2.438780022E1,-5.721799850E0,-2.043499947E1,3.232789811E1
6.652523962E0,-2.407059860E1,-6.331799984E0,-2.031299973E1,3.212636559E1
6.662523962E0,-2.370459938E1,-6.905200005E0,-2.033740044E1,3.198749248E1
6.672523962E0,-2.336299896E1,-7.576200008E0,-2.021539879E1,3.181023224E1
6.682523962E0,-2.296039963E1,-8.173999786E0,-2.021539879E1,3.166475283E1
6.692523962E0,-2.269199944E1,-8.722999573E0,-2.004459953E1,3.150878497E1
6.702523962E0,-2.252120018E1,-9.101200104E0,-2.014220047E1,3.155542015E1
6.712523962E0,-2.249679947E1,-9.406199455E0,-2.016659927E1,3.164291865E1
6.722523962E0,-2.239920044E1,-9.711199760E0,-2.006900024E1,3.160373952E1
6.732523962E0,-2.239920044E1,-9.942999840E0,-2.016659927E1,3.173766142E1
6.742523962E0,-2.244799995E1,-1.024800014E1,-1.994700050E1,3.173038036E1
6.752523962E0,-2.258219910E1,-1.041879940E1,-1.986159897E1,3.182750714E1
6.762523962E0,-2.280179977E1,-1.060179996E1,-1.983720016E1,3.202865507E1
6.772523962E0,-2.297259903E1,-1.084579945E1,-1.989819908E1,3.226933527E1
6.782523962E0,-2.297259903E1,-1.119960022E1,-1.980060005E1,3.233009610E1
6.792523962E0,-2.292379951E1,-1.148019981E1,-1.971520042E1,3.234168672E1
6.802523962E0,-2.292379951E1,-1.174860001E1,-1.969079971E1,3.242310564E1
6.812523962E0,-2.292379951E1,-1.206579971E1,-1.953219986E1,3.244365791E1
6.822523962E0,-2.286279869E1,-1.234639931E1,-1.947119904E1,3.246950464E1
6.832523962E0,-2.276519966E1,-1.259039974E1,-1.948340034E1,3.250192872E1
6.842523962E0,-2.263099861E1,-1.293200016E1,-1.916619873E1,3.235339086E1
6.852523962E0,-2.243579865E1,-1.318820000E1,-1.895879936E1,3.219828805E1
6.862523962E0,-2.238699913E1,-1.343219948E1,-1.875139999E1,3.214368857E1
6.872523962E0,-2.243579865E1,-1.367619991E1,-1.855620003E1,3.216731360E1
6.882523962E0,-2.249679947E1,-1.387139988E1,-1.842199898E1,3.221632765E1
6.892523962E0,-2.258219910E1,-1.399339962E1,-1.840979958E1,3.232169039E1
6.902523962E0,-2.272859955E1,-1.410319996E1,-1.843420029E1,3.248552334E1
6.912523962E0,-2.278960037E1,-1.422519970E1,-1.829999924E1,3.250557127E1
6.922523962E0,-2.286279869E1,-1.417640018E1,-1.834879875E1,3.256311259E1
6.932523962E0,-2.303359985E1,-1.422519970E1,-1.839760017E1,3.273186094E1
6.942523962E0,-2.315559959E1,-1.422519970E1,-1.832439995E1,3.277684751E1
6.952523962E0,-2.318000031E1,-1.424959946E1,-1.827560043E1,3.277744758E1
6.962523962E0,-2.320439911E1,-1.426179981E1,-1.820240021E1,3.275928029E1
6.972523962E0,-2.318000031E1,-1.426179981E1,-1.814139938E1,3.270812926E1
6.982523962E0,-2.316779900E1,-1.426179981E1,-1.812919998E1,3.269271687E1
6.992523962E0,-2.314340019E1,-1.429839993E1,-1.800720024E1,3.262392486E1
7.002523962E0,-2.314340019E1,-1.439599991E1,-1.798279953E1,3.265337448E1
7.012523962E0,-2.311899948E1,-1.438379955E1,-1.795839882E1,3.261726406E1
7.022523962E0,-2.314340019E1,-1.448139954E1,-1.795839882E1,3.267769871E1
7.032523962E0,-2.315559959E1,-1.451799965E1,-1.793400002E1,3.268917960E1
7.042523962E0,-2.319219971E1,-1.459119987E1,-1.779979897E1,3.267436433E1
7.052523962E0,-2.324099922E1,-1.473759937E1,-1.762899971E1,3.268214361E1
7.062523962E0,-2.316779900E1,-1.485960007E1,-1.739719963E1,3.256097633E1
7.072523962E0,-2.318000031E1,-1.501819992E1,-1.720199966E1,3.253870826E1
7.082523962E0,-2.321660042E1,-1.515240002E1,-1.695800018E1,3.249891585E1
7.092523962E0,-2.313119888E1,-1.532319927E1,-1.668959999E1,3.237893676E1
7.102523962E0,-2.293599892E1,-1.540859985E1,-1.637240028E1,3.211760400E1
7.112523962E0,-2.270419884E1,-1.551839924E1,-1.614060020E1,3.188762040E1
7.122523962E0,-2.254559898E1,-1.559159946E1,-1.599419975E1,3.173667332E1
7.132523962E0,-2.238699913E1,-1.561599922E1,-1.584779930E1,3.156247621E1
7.142523962E0,-2.232600021E1,-1.565259933E1,-1.576239967E1,3.149456135E1
7.152523962E0,-2.226499939E1,-1.566479969E1,-1.571360016E1,3.143299822E1
7.162523962E0,-2.219179916E1,-1.566479969E1,-1.575019932E1,3.139953309E1
7.172523962E0,-2.214299965E1,-1.565259933E1,-1.582339954E1,3.139580024E1
7.182523962E0,-2.195999908E1,-1.575019932E1,-1.583559990E1,3.132214173E1
7.192523962E0,-2.200880051E1,-1.575019932E1,-1.595759964E1,3.141816456E1
7.202523962E0,-2.195999908E1,-1.578679943E1,-1.609179878E1,3.147078938E1
7.212523962E0,-2.182579994E1,-1.584779930E1,-1.610400009E1,3.141428186E1
7.222523962E0,-2.174040031E1,-1.583559990E1,-1.621380043E1,3.140539053E1
7.232523962E0,-2.171599960E1,-1.583559990E1,-1.639679909E1,3.148342236E1
7.242523962E0,-2.158180046E1,-1.583559990E1,-1.646999931E1,3.142930500E1
7.252523962E0,-2.155739975E1,-1.584779930E1,-1.644560051E1,3.140592305E1
7.262523962E0,-2.160619926E1,-1.579899979E1,-1.653100014E1,3.145965999E1
7.272523962E0,-2.143540001E1,-1.585999966E1,-1.644560051E1,3.132848127E1
7.282523962E0,-2.133779907E1,-1.589659977E1,-1.639679909E1,3.125473682E1
7.292523962E0,-2.138660049E1,-1.590880013E1,-1.657979965E1,3.139054569E1
7.302523962E0,-2.142319870E1,-1.596980000E1,-1.665299988E1,3.148508154E1
7.312523962E0,-2.128899956E1,-1.600639915E1,-1.651879883E1,3.134161819E1
7.322523962E0,-2.128899956E1,-1.600639915E1,-1.654319954E1,3.135448560E1
7.332523962E0,-2.128899956E1,-1.605520058E1,-1.659199905E1,3.140518111E1
7.342523962E0,-2.132559967E1,-1.604299927E1,-1.671399879E1,3.148835948E1
7.352523962E0,-2.141099930E1,-1.599419975E1,-1.679940033E1,3.156683652E1
7.362523962E0,-2.142319870E1,-1.593319988E1,-1.690919876E1,3.160286860E1
7.372523962E0,-2.139879990E1,-1.593319988E1,-1.681159973E1,3.153419384E1
7.382523962E0,-2.136219978E1,-1.594539928E1,-1.667740059E1,3.144415730E1
7.392523962E0,-2.138660049E1,-1.592099953E1,-1.672620010E1,3.147428596E1
7.402523962E0,-2.132559967E1,-1.594539928E1,-1.667740059E1,3.141930378E1
7.412523962E0,-2.119140053E1,-1.592099953E1,-1.661639977E1,3.128351680E1
7.422523962E0,-2.116699982E1,-1.593319988E1,-1.657979965E1,3.125377571E1
7.432523962E0,-2.108160019E1,-1.601860046E1,-1.651879883E1,3.120737320E1
7.442523962E0,-2.102059937E1,-1.607959938E1,-1.636019897E1,3.111390725E1
7.452523962E0,-2.091079903E1,-1.612839890E1,-1.628699875E1,3.102665137E1
7.462523962E0,-2.071559906E1,-1.610400009E1,-1.631139946E1,3.089557599E1
7.472523962E0,-2.064239883E1,-1.614060020E1,-1.633580017E1,3.087856816E1
7.482523962E0,-2.063019943E1,-1.620159912E1,-1.627479935E1,3.087014798E1
